variant,step,loss,step_time_sec,grad_norm,valid_tokens,loss_tokens,capacity_tokens,valid_ratio,loss_ratio,cumulative_valid_tokens,cumulative_loss_tokens,cumulative_step_time_sec
unpacked,1,5.249347686767578,30.895037118999994,221.0,703,259,8192,0.0858154296875,0.0316162109375,703,259,30.895037118999994
unpacked,2,4.567827224731445,0.20907180099993639,48.0,535,181,8192,0.0653076171875,0.0220947265625,1238,440,31.10410891999993
unpacked,3,3.459585666656494,0.10585291500001404,39.25,566,179,8192,0.069091796875,0.0218505859375,1804,619,31.209961834999945
unpacked,4,3.2852020263671875,0.10695831600003203,23.375,532,168,8192,0.06494140625,0.0205078125,2336,787,31.316920150999977
unpacked,5,2.525136947631836,0.10746157500000209,42.75,655,237,8192,0.0799560546875,0.0289306640625,2991,1024,31.42438172599998
unpacked,6,1.952715277671814,0.10706675500000529,26.75,525,155,8192,0.0640869140625,0.0189208984375,3516,1179,31.531448480999984
unpacked,7,2.9735004901885986,0.10652287499999602,28.0,439,114,8192,0.0535888671875,0.013916015625,3955,1293,31.63797135599998
unpacked,8,2.1678085327148438,0.10535813599994981,17.375,487,133,8192,0.0594482421875,0.0162353515625,4442,1426,31.74332949199993
unpacked,9,2.006077766418457,0.10567804499999056,17.5,438,114,8192,0.053466796875,0.013916015625,4880,1540,31.84900753699992
unpacked,10,2.3627090454101562,0.10572805500009963,13.3125,767,288,8192,0.0936279296875,0.03515625,5647,1828,31.95473559200002
unpacked,11,2.4169278144836426,0.10627517599994007,14.75,572,193,8192,0.06982421875,0.0235595703125,6219,2021,32.06101076799996
unpacked,12,1.826081395149231,0.1059681950000595,12.75,556,174,8192,0.06787109375,0.021240234375,6775,2195,32.16697896300002
unpacked,13,2.7886157035827637,0.10601688499991724,19.5,480,133,8192,0.05859375,0.0162353515625,7255,2328,32.27299584799994
unpacked,14,1.8227248191833496,0.10635821599998962,11.25,586,201,8192,0.071533203125,0.0245361328125,7841,2529,32.379354063999926
unpacked,15,1.469678521156311,0.10599188500009404,10.6875,593,196,8192,0.0723876953125,0.02392578125,8434,2725,32.48534594900002
unpacked,16,2.0086002349853516,0.10601012499989793,15.5625,478,130,8192,0.058349609375,0.015869140625,8912,2855,32.59135607399992
unpacked,17,1.8644309043884277,0.10601716500002567,20.0,538,170,8192,0.065673828125,0.020751953125,9450,3025,32.697373238999944
unpacked,18,2.1536529064178467,0.10600328600003195,11.375,630,232,8192,0.076904296875,0.0283203125,10080,3257,32.803376524999976
unpacked,19,2.079620122909546,0.10646749499994712,14.1875,480,139,8192,0.05859375,0.0169677734375,10560,3396,32.90984401999992
unpacked,20,2.1433510780334473,0.10600005500009502,11.0,621,227,8192,0.0758056640625,0.0277099609375,11181,3623,33.01584407500002
unpacked,21,1.878222107887268,0.10594600599995374,13.625,556,170,8192,0.06787109375,0.020751953125,11737,3793,33.12179008099997
unpacked,22,2.096565008163452,0.1061276049999833,13.0625,505,140,8192,0.0616455078125,0.01708984375,12242,3933,33.227917685999955
unpacked,23,2.453707695007324,0.10604491499998403,10.625,600,189,8192,0.0732421875,0.0230712890625,12842,4122,33.33396260099994
unpacked,24,2.0980403423309326,0.10604336599999442,16.75,484,135,8192,0.05908203125,0.0164794921875,13326,4257,33.440005966999934
unpacked,25,2.0858213901519775,0.10638825500006988,9.6875,516,151,8192,0.06298828125,0.0184326171875,13842,4408,33.546394222
unpacked,26,1.8572115898132324,0.10601434499994866,9.875,499,148,8192,0.0609130859375,0.01806640625,14341,4556,33.65240856699995
unpacked,27,1.8180323839187622,0.10605374500005382,14.5,493,140,8192,0.0601806640625,0.01708984375,14834,4696,33.758462312000006
unpacked,28,2.6973390579223633,0.10596782599998278,14.0625,473,127,8192,0.0577392578125,0.0155029296875,15307,4823,33.86443013799999
unpacked,29,2.2130095958709717,0.10606670499998927,11.9375,602,215,8192,0.073486328125,0.0262451171875,15909,5038,33.97049684299998
unpacked,30,1.806339144706726,0.10616698599994834,9.875,595,198,8192,0.0726318359375,0.024169921875,16504,5236,34.076663828999926
unpacked,31,1.5039914846420288,0.10605325500000617,11.4375,527,153,8192,0.0643310546875,0.0186767578125,17031,5389,34.18271708399993
unpacked,32,1.690966010093689,0.10611982600005376,8.625,622,219,8192,0.075927734375,0.0267333984375,17653,5608,34.288836909999986
unpacked,33,2.196913242340088,0.10608562499999152,12.625,498,152,8192,0.060791015625,0.0185546875,18151,5760,34.39492253499998
unpacked,34,2.0880227088928223,0.10608054499994068,10.375,455,125,8192,0.0555419921875,0.0152587890625,18606,5885,34.50100307999992
unpacked,35,2.380774736404419,0.10602504600001339,10.75,544,174,8192,0.06640625,0.021240234375,19150,6059,34.60702812599993
unpacked,36,2.3333773612976074,0.10621817499998087,11.8125,483,146,8192,0.0589599609375,0.017822265625,19633,6205,34.71324630099991
unpacked,37,1.6352319717407227,0.10605447500006449,10.625,509,157,8192,0.0621337890625,0.0191650390625,20142,6362,34.81930077599998
unpacked,38,2.015251636505127,0.10603086499997971,11.1875,545,176,8192,0.0665283203125,0.021484375,20687,6538,34.92533164099996
unpacked,39,2.070209264755249,0.1061165759999767,10.25,483,116,8192,0.0589599609375,0.01416015625,21170,6654,35.031448216999934
unpacked,40,2.1027112007141113,0.10608799500005262,9.3125,468,130,8192,0.05712890625,0.015869140625,21638,6784,35.137536211999986
unpacked,41,1.8795095682144165,0.10610898499999166,8.6875,670,247,8192,0.081787109375,0.0301513671875,22308,7031,35.24364519699998
unpacked,42,2.133446455001831,0.10613584600002923,12.0625,510,155,8192,0.062255859375,0.0189208984375,22818,7186,35.34978104300001
unpacked,43,2.116773843765259,0.10612893500001519,9.75,465,128,8192,0.0567626953125,0.015625,23283,7314,35.45590997800002
unpacked,44,2.1734962463378906,0.10598892499990598,10.0,521,152,8192,0.0635986328125,0.0185546875,23804,7466,35.56189890299993
unpacked,45,1.841611385345459,0.1061118960000158,11.3125,491,132,8192,0.0599365234375,0.01611328125,24295,7598,35.668010798999944
unpacked,46,1.8076939582824707,0.1061403449999716,11.3125,421,109,8192,0.0513916015625,0.0133056640625,24716,7707,35.774151143999916
unpacked,47,2.3099985122680664,0.10607324500006143,8.8125,559,184,8192,0.0682373046875,0.0224609375,25275,7891,35.88022438899998
unpacked,48,1.6592742204666138,0.10611917599999288,8.875,486,141,8192,0.059326171875,0.0172119140625,25761,8032,35.98634356499997
unpacked,49,2.4133853912353516,0.10625500499997997,9.125,596,211,8192,0.07275390625,0.0257568359375,26357,8243,36.09259856999995
unpacked,50,2.2958903312683105,0.10601658500002031,10.25,522,171,8192,0.063720703125,0.0208740234375,26879,8414,36.19861515499997
packed,1,3.7367148399353027,31.020475875000102,51.5,8178,4518,8192,0.998291015625,0.551513671875,8178,4518,31.020475875000102
packed,2,2.647146224975586,0.1632930429998396,9.375,8180,4274,8192,0.99853515625,0.521728515625,16358,8792,31.18376891799994
packed,3,2.36104154586792,0.10464275500021358,8.25,8192,4327,8192,1.0,0.5281982421875,24550,13119,31.288411673000155
packed,4,2.435617446899414,0.10580772599996635,6.15625,8191,4391,8192,0.9998779296875,0.5360107421875,32741,17510,31.39421939900012
packed,5,2.3764936923980713,0.10649197499992624,4.53125,8178,4140,8192,0.998291015625,0.50537109375,40919,21650,31.500711374000048
packed,6,2.2192111015319824,0.10635070500006805,3.84375,8192,4083,8192,1.0,0.4984130859375,49111,25733,31.607062079000116
packed,7,2.2214150428771973,0.10601315600001726,4.09375,8192,4116,8192,1.0,0.50244140625,57303,29849,31.713075235000133
packed,8,2.284092426300049,0.10601322499996968,4.03125,8112,4080,8192,0.990234375,0.498046875,65415,33929,31.819088460000103
packed,9,2.379592180252075,0.10642238499985979,3.90625,8192,3997,8192,1.0,0.4879150390625,73607,37926,31.925510844999963
packed,10,2.1969738006591797,0.10581559600018409,3.375,8192,4024,8192,1.0,0.4912109375,81799,41950,32.03132644100015
packed,11,1.9804664850234985,0.10640863499997977,3.703125,8169,3930,8192,0.9971923828125,0.479736328125,89968,45880,32.137735076000126
packed,12,2.0700838565826416,0.10626296499981436,6.90625,8103,3905,8192,0.9891357421875,0.4766845703125,98071,49785,32.24399804099994
packed,13,2.109269380569458,0.10601055600000109,3.09375,8192,3869,8192,1.0,0.4722900390625,106263,53654,32.35000859699994
packed,14,2.2376322746276855,0.10620339600018269,3.578125,8180,3844,8192,0.99853515625,0.46923828125,114443,57498,32.456211993000124
packed,15,2.2456910610198975,0.106199924999828,3.25,8140,3799,8192,0.99365234375,0.4637451171875,122583,61297,32.56241191799995
packed,16,2.160883903503418,0.10621389500010991,2.71875,8155,3646,8192,0.9954833984375,0.445068359375,130738,64943,32.66862581300006
packed,17,2.0976150035858154,0.1062332349999906,2.640625,8162,3513,8192,0.996337890625,0.4288330078125,138900,68456,32.77485904800005
packed,18,2.281010866165161,0.10615380600006574,2.765625,8126,3445,8192,0.991943359375,0.4205322265625,147026,71901,32.88101285400012
packed,19,2.1597883701324463,0.10615158499990685,2.65625,8177,3425,8192,0.9981689453125,0.4180908203125,155203,75326,32.987164439000026
packed,20,1.9795489311218262,0.10619790500004456,3.046875,8142,3249,8192,0.993896484375,0.3966064453125,163345,78575,33.09336234400007
packed,21,2.1162121295928955,0.10659938499998134,2.921875,8138,3157,8192,0.993408203125,0.3853759765625,171483,81732,33.19996172900005
packed,22,2.116159439086914,0.10594240599994009,3.0,8104,2977,8192,0.9892578125,0.3634033203125,179587,84709,33.30590413499999
packed,23,2.1771278381347656,0.10614732500016544,3.78125,8144,2851,8192,0.994140625,0.3480224609375,187731,87560,33.41205146000016
packed,24,2.131357192993164,0.10626435499989384,3.171875,8153,2714,8192,0.9952392578125,0.331298828125,195884,90274,33.51831581500005
packed,25,2.079188108444214,0.10630242599995654,3.171875,8114,2604,8192,0.990478515625,0.31787109375,203998,92878,33.62461824100001
packed,26,2.120591640472412,0.10607685500008301,2.890625,8136,2525,8192,0.9931640625,0.3082275390625,212134,95403,33.73069509600009
packed,27,2.006748676300049,0.10620679499993457,2.9375,8027,2420,8192,0.9798583984375,0.29541015625,220161,97823,33.836901891000025
packed,28,2.0131468772888184,0.10612812599993049,2.84375,8053,2315,8192,0.9830322265625,0.2825927734375,228214,100138,33.943030016999955
packed,29,2.024435520172119,0.10614767500010203,2.984375,8160,2222,8192,0.99609375,0.271240234375,236374,102360,34.04917769200006
packed,30,1.9594933986663818,0.10646973500001877,3.078125,8118,2073,8192,0.990966796875,0.2530517578125,244492,104433,34.155647427000076
packed,31,1.9620543718338013,0.10661596599993572,3.234375,8022,1958,8192,0.979248046875,0.239013671875,252514,106391,34.26226339300001
packed,32,2.2253832817077637,0.10588455500010241,4.1875,8051,1800,8192,0.9827880859375,0.2197265625,260565,108191,34.368147948000114
packed,33,1.8720685243606567,0.10623970500000723,8.0625,7895,1430,8192,0.9637451171875,0.174560546875,268460,109621,34.47438765300012
packed,34,2.188210964202881,0.10605329600002733,8.3125,8178,4518,8192,0.998291015625,0.551513671875,276638,114139,34.58044094900015
packed,35,2.1566972732543945,0.1062433949998649,5.375,8180,4274,8192,0.99853515625,0.521728515625,284818,118413,34.686684344000014
packed,36,1.8984087705612183,0.10628691600004458,3.546875,8192,4327,8192,1.0,0.5281982421875,293010,122740,34.79297126000006
packed,37,2.042057991027832,0.10610065500009114,3.515625,8191,4391,8192,0.9998779296875,0.5360107421875,301201,127131,34.89907191500015
packed,38,1.9898477792739868,0.10618147499985753,4.09375,8178,4140,8192,0.998291015625,0.50537109375,309379,131271,35.00525339000001
packed,39,1.8916434049606323,0.1062037550000241,2.765625,8192,4083,8192,1.0,0.4984130859375,317571,135354,35.11145714500003
packed,40,1.8735836744308472,0.10630553600003623,3.109375,8192,4116,8192,1.0,0.50244140625,325763,139470,35.21776268100007
packed,41,1.9721037149429321,0.10612799499995162,2.609375,8112,4080,8192,0.990234375,0.498046875,333875,143550,35.32389067600002
packed,42,2.0993528366088867,0.10619825499998115,2.515625,8192,3997,8192,1.0,0.4879150390625,342067,147547,35.430088931
packed,43,1.9691579341888428,0.10623134599995865,2.34375,8192,4024,8192,1.0,0.4912109375,350259,151571,35.53632027699996
packed,44,1.7602437734603882,0.10615974500001357,3.171875,8169,3930,8192,0.9971923828125,0.479736328125,358428,155501,35.64248002199997
packed,45,1.8448727130889893,0.10625053500007198,2.6875,8103,3905,8192,0.9891357421875,0.4766845703125,366531,159406,35.748730557000044
packed,46,1.9053021669387817,0.10612773599996217,2.6875,8192,3869,8192,1.0,0.4722900390625,374723,163275,35.85485829300001
packed,47,2.0108418464660645,0.10619556500000726,2.546875,8180,3844,8192,0.99853515625,0.46923828125,382903,167119,35.961053858000014
packed,48,2.0442445278167725,0.10618071499993675,2.359375,8140,3799,8192,0.99365234375,0.4637451171875,391043,170918,36.06723457299995
packed,49,1.9679704904556274,0.10638902499999858,2.3125,8155,3646,8192,0.9954833984375,0.445068359375,399198,174564,36.17362359799995
packed,50,1.884381890296936,0.10621723600002042,2.25,8162,3513,8192,0.996337890625,0.4288330078125,407360,178077,36.27984083399997
