model_key,variant_name,status,model_id,batch_size,max_length,max_steps_requested,steps_recorded,learning_rate,lora_rank,lora_alpha,lora_fa_installed,final_loss,mean_loss,mean_step_time_sec_excl_first,valid_tokens_per_sec_excl_first,loss_tokens_per_sec_excl_first,wall_time_sec,lora_a_tensors,lora_b_tensors,lora_a_params,lora_b_params,lora_a_bytes,lora_b_bytes,lorafa_a_value_delta_max,lorafa_b_value_delta_max,lorafa_a_changed_tensors,lorafa_b_changed_tensors,bleu,chrf,quality_num_examples
gemma3-4b,standard_lora_r16,ok,google/gemma-3-4b-it,4,512,50,50,0.0002,16,32.0,False,1.434649109840393,1.5731957042217255,0.21313634261223666,653.0264701154579,209.50467985522315,154.786740077,204,204,12255232,16154624,24510464,32309248,0.010498046875,0.0067138671875,204,204,32.08456264195334,58.04250355550664,16
gemma3-4b,standard_lora_r32,ok,google/gemma-3-4b-it,4,512,50,50,0.0002,32,32.0,False,1.2829663753509521,1.5387395858764648,0.22159030171431424,628.1126583275769,201.51180299424317,156.894112252,204,204,24510464,32309248,49020928,64618496,0.01025390625,0.006927490234375,204,204,32.86134931625031,58.026870389827366,16
gemma3-4b,standard_lora_r64,ok,google/gemma-3-4b-it,4,512,50,50,0.0002,64,32.0,False,1.3689098358154297,1.5683558678627014,0.22600407665306324,615.8458534491275,197.57635298338576,163.491142288,204,204,49020928,64618496,98041856,129236992,0.0108642578125,0.0067138671875,204,204,31.416564885400433,57.3061834277779,16
gemma3-4b,freeze_a_r16,ok,google/gemma-3-4b-it,4,512,50,50,0.0002,16,32.0,True,1.251147747039795,1.6279894763231277,0.20916441875510364,665.4271041785,213.48306509421673,147.9011681300001,204,204,12255232,16154624,24510464,32309248,0.0,0.0064697265625,0,204,27.877120787945355,59.18123604049125,16
gemma3-4b,lorafa_r16,ok,google/gemma-3-4b-it,4,512,50,50,0.0002,16,32.0,True,1.4051892757415771,1.6100824350118637,0.22354508653063243,622.6201417775978,199.74968771398594,214.95590542600007,204,204,12255232,16154624,24510464,32309248,0.0,0.0067138671875,0,204,27.378085978805156,57.331638061827796,16
gemma3-4b,lorafa_r32,ok,google/gemma-3-4b-it,4,512,50,50,0.0002,32,32.0,True,1.4816596508026123,1.627072767019272,0.2344556345510079,593.646101685422,190.45420388382746,218.5029844359999,204,204,24510464,32309248,49020928,64618496,0.0,0.0068359375,0,204,24.98079458783062,56.28976492680287,16
gemma3-4b,lorafa_r64,ok,google/gemma-3-4b-it,4,512,50,50,0.0002,64,32.0,True,1.4443871974945068,1.5966758954524993,0.2752226194489706,505.7130614774706,162.2434279344143,223.12321384799998,204,204,49020928,64618496,98041856,129236992,0.0,0.00653076171875,0,204,32.206094574821435,57.32255539855328,16
