model_key,variant_name,status,model_id,batch_size,max_length,max_steps_requested,steps_recorded,learning_rate,lora_rank,lora_alpha,lora_fa_installed,final_loss,mean_loss,mean_step_time_sec_excl_first,valid_tokens_per_sec_excl_first,loss_tokens_per_sec_excl_first,wall_time_sec,lora_a_tensors,lora_b_tensors,lora_a_params,lora_b_params,lora_a_bytes,lora_b_bytes,lorafa_a_value_delta_max,lorafa_b_value_delta_max,lorafa_a_changed_tensors,lorafa_b_changed_tensors,train_peak_aggregate_gib,train_in_use_aggregate_gib,train_limit_aggregate_gib,train_peak_max_chip_gib,train_limit_min_chip_gib,device_count,bleu,chrf,quality_num_examples
gemma4-e2b,standard_lora_r16,ok,google/gemma-4-e2b,4,512,2,2,0.0002,16,32.0,False,4.026660919189453,4.231374740600586,0.5768230879984912,312.05408338383086,38.13994352469044,190.30974791600056,190,190,9732096,14057472,19464192,28114944,0.000244140625,0.000400543212890625,190,190,19.261981964111328,14.657092571258545,125.98434448242188,2.407747745513916,15.748043060302734,8,,,
gemma4-e2b,lorafa_r16,ok,google/gemma-4-e2b,4,512,2,2,0.0002,16,32.0,True,4.090878486633301,4.26348352432251,0.5044467340012488,356.826574279207,43.612136856347526,87.83392064200052,190,190,9732096,14057472,19464192,28114944,0.0,0.000400543212890625,0,190,18.971149444580078,13.74700403213501,125.98434448242188,2.37266206741333,15.748043060302734,8,,,
