activation_policy_installed,batch_size,bleu,case,cce_installed,chips,chrf,dataset_mode,default_ce,eval_batches,eval_loss,final_loss,first_step_time_sec,lora_rank,loss_tokens_per_sec_excl_first,max_length,max_steps,mean_loss,mean_step_time_sec_excl_first,mesh_fsdp,mesh_tp,model,model_id,run_dir,runtime_hbm_headroom_gb,runtime_hbm_limit_gb,runtime_peak_hbm_gb,second_step_time_sec,splash_attention_installed,status,steps_recorded,suite,tiled_mlp_installed,token_chunk,tpu,valid_tokens_per_sec_excl_first,variant,vocab_chunk,wall_time_sec,xla_report,xla_train_step_gib_per_chip,source_csv,ok,variant_label,mesh
False,16,,quality_4chip_fsdp4_cce_b16_l512_cce_r16_b16_l512_tc128_vc8192,True,4,,opus100,False,8,2.17535662651062,1.5499883890151978,29.781832012999075,16,881.936162700466,512,1000,1.5431127932965756,0.3787928029259555,4,1,Gemma3 270M,google/gemma-3-270m-it,/tmp/gemma3-270m-cce-4chip-quality-cce/quality_4chip_fsdp4_cce_b16_l512/quality_4chip_fsdp4_cce_b16_l512_cce_r16_b16_l512_tc128_vc8192,65.461315584,67.637338112,2.176022528,0.4511162590024469,False,ok,1000,quality_4chip_fsdp4_cce_b16_l512,False,128,v5litepod-4,2186.797998654857,cce,8192,430.1467808790003,/tmp/gemma3-270m-cce-4chip-quality-cce/quality_4chip_fsdp4_cce_b16_l512/quality_4chip_fsdp4_cce_b16_l512_cce_r16_b16_l512_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,3.85,data/gemma3_270m_4chip_quality/raw/gemma3-270m-cce-4chip-quality-cce-fourchip-quality-fsdp4-cce/gemma3-270m-cce-4chip-quality-cce/quality_4chip_fsdp4_cce_b16_l512/quality_4chip_fsdp4_cce_b16_l512_results.csv,True,CCE,fsdp4/tp1
False,16,,quality_4chip_fsdp4_default_b16_l512_default_r16_b16_l512_tc128_vc8192,False,4,,opus100,True,8,2.1263070106506348,1.4905848503112793,29.26444177799931,16,1650.9103985727604,512,1000,1.542411874294281,0.2023556647046872,4,1,Gemma3 270M,google/gemma-3-270m-it,/tmp/gemma3-270m-cce-4chip-quality-default/quality_4chip_fsdp4_default_b16_l512/quality_4chip_fsdp4_default_b16_l512_default_r16_b16_l512_tc128_vc8192,65.464020992,67.637338112,2.17331712,0.274665670000104,False,ok,1000,quality_4chip_fsdp4_default_b16_l512,False,128,v5litepod-4,4093.502124352223,default,8192,254.24899656200068,/tmp/gemma3-270m-cce-4chip-quality-default/quality_4chip_fsdp4_default_b16_l512/quality_4chip_fsdp4_default_b16_l512_default_r16_b16_l512_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,11.29,data/gemma3_270m_4chip_quality/raw/gemma3-270m-cce-4chip-quality-default-fourchip-quality-fsdp4-default/gemma3-270m-cce-4chip-quality-default/quality_4chip_fsdp4_default_b16_l512/quality_4chip_fsdp4_default_b16_l512_results.csv,True,Default CE,fsdp4/tp1
