activation_policy_installed,batch_size,case,cce_installed,chips,dataset_mode,default_ce,failure_type,final_loss,first_step_time_sec,lora_rank,loss_tokens_per_sec_excl_first,max_length,max_steps,mean_loss,mean_step_time_sec_excl_first,mesh_fsdp,mesh_tp,model,model_id,oom_exceeded_gib,oom_limit_gib,oom_used_gib,run_dir,runtime_hbm_headroom_gb,runtime_hbm_limit_gb,runtime_peak_hbm_gb,second_step_time_sec,splash_attention_installed,status,steps_recorded,suite,tiled_mlp_installed,token_chunk,tpu,valid_tokens_per_sec_excl_first,variant,vocab_chunk,wall_time_sec,xla_report,xla_train_step_gib_per_chip,source_csv,ok,model_order,variant_label,mesh
,4,focused_frontier_fsdp8_tp1_cce_r16_b4_l2048_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,2048,2,,,8,1,Gemma3 12B,google/gemma-3-12b-it,68.06,15.75,83.81,/tmp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b4_l2048_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,cce,8192,,/tmp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b4_l2048_tc128_vc8192/xla/module_0676.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,89.64,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-12b-focused-large-frontier-fsdp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,0,CCE,fsdp8/tp1
,4,focused_frontier_fsdp8_tp1_default_r16_b4_l2048_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,2048,2,,,8,1,Gemma3 12B,google/gemma-3-12b-it,75.13,15.75,90.88,/tmp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b4_l2048_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,default,8192,,/tmp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b4_l2048_tc128_vc8192/xla/module_0676.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,96.71,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-12b-focused-large-frontier-fsdp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,0,Default CE,fsdp8/tp1
,4,focused_frontier_fsdp8_tp1_cce_r16_b4_l4096_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,4096,2,,,8,1,Gemma3 12B,google/gemma-3-12b-it,252.8,15.75,268.55,/tmp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b4_l4096_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,cce,8192,,/tmp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b4_l4096_tc128_vc8192/xla/module_0676.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,274.38,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-12b-focused-large-frontier-fsdp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,0,CCE,fsdp8/tp1
,4,focused_frontier_fsdp8_tp1_default_r16_b4_l4096_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,4096,2,,,8,1,Gemma3 12B,google/gemma-3-12b-it,270.18,15.75,285.93,/tmp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b4_l4096_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,default,8192,,/tmp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b4_l4096_tc128_vc8192/xla/module_0676.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,291.76,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-12b-focused-large-frontier-fsdp/gemma-cce-12b-focused/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,0,Default CE,fsdp8/tp1
False,1,focused_frontier_fsdp8_tp1_cce_r16_b1_l512_tc128_vc8192,True,8,synthetic,False,,2.3228461742401123,135.52279120099956,16,97.21273569424687,512,2,2.8387272357940674,0.524622618999274,8,1,Gemma3 27B,google/gemma-3-27b-it,,,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b1_l512_tc128_vc8192,21.19972864,135.27465984,114.0749312,0.524622618999274,False,ok,2.0,focused_frontier_fsdp8_tp1,False,128,v5litepod-8,207.76839589554723,cce,8192,190.62927796300028,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b1_l512_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,14.26,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,True,1,CCE,fsdp8/tp1
False,1,focused_frontier_fsdp8_tp1_default_r16_b1_l512_tc128_vc8192,False,8,synthetic,True,,2.178900718688965,130.00278298799913,16,98.964019610594,512,2,2.770467519760132,0.5153388090002409,8,1,Gemma3 27B,google/gemma-3-27b-it,,,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b1_l512_tc128_vc8192,21.197340672,135.27465984,114.077319168,0.5153388090002409,False,ok,2.0,focused_frontier_fsdp8_tp1,False,128,v5litepod-8,211.51133603048524,default,8192,199.58021506399928,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b1_l512_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,14.52,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,True,1,Default CE,fsdp8/tp1
,1,focused_frontier_fsdp8_tp1_cce_r16_b1_l1024_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,1024,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,8.07,15.75,23.81,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b1_l1024_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,cce,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b1_l1024_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,23.82,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,CCE,fsdp8/tp1
,1,focused_frontier_fsdp8_tp1_default_r16_b1_l1024_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,1024,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,8.91,15.75,24.66,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b1_l1024_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,default,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b1_l1024_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,24.66,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,Default CE,fsdp8/tp1
,1,focused_frontier_fsdp8_tp1_cce_r16_b1_l2048_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,2048,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,12.65,15.75,28.4,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b1_l2048_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,cce,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b1_l2048_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,41.58,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,CCE,fsdp8/tp1
,1,focused_frontier_fsdp8_tp1_default_r16_b1_l2048_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,2048,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,14.13,15.75,29.87,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b1_l2048_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,default,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b1_l2048_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,43.06,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,Default CE,fsdp8/tp1
,2,focused_frontier_fsdp8_tp1_cce_r16_b2_l512_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,512,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,7.87,15.75,23.61,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b2_l512_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,cce,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b2_l512_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,23.62,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,CCE,fsdp8/tp1
,2,focused_frontier_fsdp8_tp1_default_r16_b2_l512_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,512,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,8.63,15.75,24.37,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b2_l512_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,default,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b2_l512_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,24.38,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,Default CE,fsdp8/tp1
,2,focused_frontier_fsdp8_tp1_cce_r16_b2_l1024_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,1024,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,12.32,15.75,28.07,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b2_l1024_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,cce,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b2_l1024_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,41.26,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,CCE,fsdp8/tp1
,2,focused_frontier_fsdp8_tp1_default_r16_b2_l1024_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,1024,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,13.98,15.75,29.73,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b2_l1024_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,default,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b2_l1024_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,42.91,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,Default CE,fsdp8/tp1
,2,focused_frontier_fsdp8_tp1_cce_r16_b2_l2048_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,2048,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,73.42,15.75,89.17,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b2_l2048_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,cce,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b2_l2048_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,102.36,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,CCE,fsdp8/tp1
,2,focused_frontier_fsdp8_tp1_default_r16_b2_l2048_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,2048,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,76.72,15.75,92.46,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b2_l2048_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,default,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b2_l2048_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,105.65,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,Default CE,fsdp8/tp1
,4,focused_frontier_fsdp8_tp1_cce_r16_b4_l512_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,512,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,4.87,15.75,20.62,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b4_l512_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,cce,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b4_l512_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,33.81,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,CCE,fsdp8/tp1
,4,focused_frontier_fsdp8_tp1_default_r16_b4_l512_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,512,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,6.57,15.75,22.32,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b4_l512_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,default,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b4_l512_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,35.5,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,Default CE,fsdp8/tp1
,4,focused_frontier_fsdp8_tp1_cce_r16_b4_l1024_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,1024,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,42.28,15.75,58.03,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b4_l1024_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,cce,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b4_l1024_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,71.22,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,CCE,fsdp8/tp1
,4,focused_frontier_fsdp8_tp1_default_r16_b4_l1024_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,1024,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,45.75,15.75,61.5,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b4_l1024_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,default,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b4_l1024_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,74.69,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,Default CE,fsdp8/tp1
,4,focused_frontier_fsdp8_tp1_cce_r16_b4_l2048_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,2048,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,169.42,15.75,185.17,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b4_l2048_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,cce,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_cce_r16_b4_l2048_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,198.36,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,CCE,fsdp8/tp1
,4,focused_frontier_fsdp8_tp1_default_r16_b4_l2048_tc128_vc8192,,8,synthetic,,compile_oom,,,16,,2048,2,,,8,1,Gemma3 27B,google/gemma-3-27b-it,175.87,15.75,191.62,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b4_l2048_tc128_vc8192,,,,,,failed,,focused_frontier_fsdp8_tp1,,128,v5litepod-8,,default,8192,,/tmp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_default_r16_b4_l2048_tc128_vc8192/xla/module_0674.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,204.8,data/gemma3_12b_27b_cce_focused/raw/gemma-cce-27b-focused-x8-large-frontier-fsdp/gemma-cce-27b-focused-x8/focused_frontier_fsdp8_tp1/focused_frontier_fsdp8_tp1_results.csv,False,1,Default CE,fsdp8/tp1
