model_key,variant_name,status,model_id,batch_size,max_length,max_steps_requested,steps_recorded,learning_rate,lora_rank,lora_alpha,lora_fa_installed,final_loss,mean_loss,mean_step_time_sec_excl_first,valid_tokens_per_sec_excl_first,loss_tokens_per_sec_excl_first,wall_time_sec,lora_a_tensors,lora_b_tensors,lora_a_params,lora_b_params,lora_a_bytes,lora_b_bytes,lorafa_a_value_delta_max,lorafa_b_value_delta_max,lorafa_a_changed_tensors,lorafa_b_changed_tensors,train_peak_aggregate_gib,train_in_use_aggregate_gib,train_limit_aggregate_gib,train_peak_max_chip_gib,train_limit_min_chip_gib,device_count,bleu,chrf,quality_num_examples
gemma3-27b,standard_lora_r32,ok,google/gemma-3-27b-it,1,512,2,2,0.0002,32,32.0,False,0.8909509181976318,1.658354640007019,0.4864965930000835,127.44179690481276,51.387821332585794,181.3040666730003,372,372,93454336,122912768,186908672,245825536,0.000244140625,0.000400543212890625,372,372,111.10533142089844,108.43264532089233,125.98434448242188,13.888166427612305,15.748043060302734,8,,,
gemma3-27b,lorafa_r32,ok,google/gemma-3-27b-it,1,512,2,2,0.0002,32,32.0,True,0.8629650473594666,1.6443617045879364,0.3712909519999812,166.98494715810673,67.33263998310755,173.4099768320002,372,372,93454336,122912768,186908672,245825536,0.0,0.000400543212890625,0,372,109.40175247192383,106.59114456176758,125.98434448242188,13.680185794830322,15.748043060302734,8,,,
