suite,case,variant,batch_size,max_length,lora_rank,token_chunk,vocab_chunk,failure_type,oom_used_gib,oom_limit_gib,oom_exceeded_gib,xla_train_step_gib_per_chip,xla_report,source_csv
frontier_high,frontier_high_cce_r16_b16_l2048_tc128_vc8192,cce,16,2048,16,128,8192,compile_oom,,,,16.42,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b16_l4096_tc128_vc8192,cce,16,4096,16,128,8192,compile_oom,32.84,15.75,17.09,33.87,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b16_l8192_tc128_vc8192,cce,16,8192,16,128,8192,compile_oom,59.31,15.75,43.56,60.34,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b16_l16384_tc128_vc8192,cce,16,16384,16,128,8192,resource_exhausted,,,,463.26,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b16_l32768_tc128_vc8192,cce,16,32768,16,128,8192,resource_exhausted,,,,736.25,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b32_l512_tc128_vc8192,default,32,512,16,128,8192,compile_oom,20.3,15.75,4.55,21.32,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b32_l1024_tc128_vc8192,default,32,1024,16,128,8192,compile_oom,44.42,15.75,28.67,45.45,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b32_l2048_tc128_vc8192,default,32,2048,16,128,8192,resource_exhausted,,,,89.54,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b32_l4096_tc128_vc8192,default,32,4096,16,128,8192,resource_exhausted,,,,180.68,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b32_l8192_tc128_vc8192,default,32,8192,16,128,8192,resource_exhausted,,,,486.94,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b32_l16384_tc128_vc8192,default,32,16384,16,128,8192,resource_exhausted,,,,1261.4234080314636,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b32_l32768_tc128_vc8192,default,32,32768,16,128,8192,resource_exhausted,,,,1979.460560798645,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b32_l2048_tc128_vc8192,cce,32,2048,16,128,8192,compile_oom,27.86,15.75,12.11,28.88,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b32_l4096_tc128_vc8192,cce,32,4096,16,128,8192,compile_oom,61.58,15.75,45.83,62.61,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b32_l8192_tc128_vc8192,cce,32,8192,16,128,8192,compile_oom,286.76,15.75,271.01,287.79,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b32_l16384_tc128_vc8192,cce,32,16384,16,128,8192,resource_exhausted,,,,926.47,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b32_l32768_tc128_vc8192,cce,32,32768,16,128,8192,resource_exhausted,,,,1469.315700531006,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b64_l256_tc128_vc8192,default,64,256,16,128,8192,compile_oom,20.32,15.75,4.57,21.34,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b64_l512_tc128_vc8192,default,64,512,16,128,8192,compile_oom,56.39,15.75,40.64,57.41,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b64_l1024_tc128_vc8192,default,64,1024,16,128,8192,resource_exhausted,,,,88.02,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b64_l2048_tc128_vc8192,default,64,2048,16,128,8192,resource_exhausted,,,,177.59,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b64_l4096_tc128_vc8192,default,64,4096,16,128,8192,resource_exhausted,,,,342.22,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b64_l8192_tc128_vc8192,default,64,8192,16,128,8192,resource_exhausted,,,,1263.1936526298523,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b64_l16384_tc128_vc8192,default,64,16384,16,128,8192,resource_exhausted,,,,1689.9603343009949,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b64_l32768_tc128_vc8192,default,64,32768,16,128,8192,resource_exhausted,,,,12074.46992969513,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b64_l1024_tc128_vc8192,cce,64,1024,16,128,8192,compile_oom,24.14,15.75,8.39,25.16,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b64_l2048_tc128_vc8192,cce,64,2048,16,128,8192,compile_oom,52.84,15.75,37.09,53.87,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b64_l4096_tc128_vc8192,cce,64,4096,16,128,8192,compile_oom,107.72,15.75,91.97,108.75,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b64_l8192_tc128_vc8192,cce,64,8192,16,128,8192,resource_exhausted,,,,783.61,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b64_l16384_tc128_vc8192,cce,64,16384,16,128,8192,resource_exhausted,,,,912.57,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b64_l32768_tc128_vc8192,cce,64,32768,16,128,8192,resource_exhausted,,,,10523.196453094482,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b128_l256_tc128_vc8192,default,128,256,16,128,8192,compile_oom,56.35,15.75,40.6,57.38,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b128_l512_tc128_vc8192,default,128,512,16,128,8192,resource_exhausted,,,,85.8,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b128_l1024_tc128_vc8192,default,128,1024,16,128,8192,resource_exhausted,,,,175.01,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b128_l2048_tc128_vc8192,default,128,2048,16,128,8192,resource_exhausted,,,,352.91,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b128_l4096_tc128_vc8192,default,128,4096,16,128,8192,resource_exhausted,,,,973.15,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b128_l8192_tc128_vc8192,default,128,8192,16,128,8192,resource_exhausted,,,,2525.381217479706,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b128_l16384_tc128_vc8192,default,128,16384,16,128,8192,resource_exhausted,,,,7402.469916820526,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_default_r16_b128_l32768_tc128_vc8192,default,128,32768,16,128,8192,resource_exhausted,,,,22104.830758094788,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b128_l512_tc128_vc8192,cce,128,512,16,128,8192,compile_oom,21.37,15.75,5.62,22.4,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b128_l1024_tc128_vc8192,cce,128,1024,16,128,8192,compile_oom,48.74,15.75,32.99,49.76,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b128_l2048_tc128_vc8192,cce,128,2048,16,128,8192,compile_oom,106.04,15.75,90.29,107.07,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b128_l4096_tc128_vc8192,cce,128,4096,16,128,8192,compile_oom,474.54,15.75,458.79,475.57,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b128_l8192_tc128_vc8192,cce,128,8192,16,128,8192,resource_exhausted,,,,1557.970609664917,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b128_l16384_tc128_vc8192,cce,128,16384,16,128,8192,resource_exhausted,,,,5595.196439743042,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_high,frontier_high_cce_r16_b128_l32768_tc128_vc8192,cce,128,32768,16,128,8192,resource_exhausted,,,,21045.27622938156,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-high/gemma3-270m-cce-rerun/frontier_high/frontier_high_results.csv
frontier_low,frontier_low_default_r16_b1_l16384_tc128_vc8192,default,1,16384,16,128,8192,compile_oom,33.04,15.75,17.29,34.07,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b1_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_default_r16_b1_l32768_tc128_vc8192,default,1,32768,16,128,8192,compile_oom,62.36,15.75,46.61,63.39,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b1_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_cce_r16_b1_l16384_tc128_vc8192,cce,1,16384,16,128,8192,compile_oom,23.69,15.75,7.94,24.71,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b1_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_cce_r16_b1_l32768_tc128_vc8192,cce,1,32768,16,128,8192,compile_oom,43.48,15.75,27.73,44.51,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b1_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_default_r16_b2_l8192_tc128_vc8192,default,2,8192,16,128,8192,compile_oom,32.92,15.75,17.17,33.95,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b2_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_default_r16_b2_l16384_tc128_vc8192,default,2,16384,16,128,8192,compile_oom,57.91,15.75,42.16,58.94,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b2_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_default_r16_b2_l32768_tc128_vc8192,default,2,32768,16,128,8192,resource_exhausted,,,,320.52,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b2_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_cce_r16_b2_l8192_tc128_vc8192,cce,2,8192,16,128,8192,compile_oom,19.08,15.75,3.34,20.11,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b2_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_cce_r16_b2_l16384_tc128_vc8192,cce,2,16384,16,128,8192,compile_oom,31.28,15.75,15.53,32.31,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b2_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_cce_r16_b2_l32768_tc128_vc8192,cce,2,32768,16,128,8192,compile_oom,286.81,15.75,271.06,287.84,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b2_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_default_r16_b4_l4096_tc128_vc8192,default,4,4096,16,128,8192,compile_oom,20.35,15.75,4.6,21.37,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b4_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_default_r16_b4_l8192_tc128_vc8192,default,4,8192,16,128,8192,compile_oom,54.74,15.75,39.0,55.77,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b4_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_default_r16_b4_l16384_tc128_vc8192,default,4,16384,16,128,8192,resource_exhausted,,,,109.83,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b4_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_default_r16_b4_l32768_tc128_vc8192,default,4,32768,16,128,8192,resource_exhausted,,,,490.02,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b4_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_cce_r16_b4_l8192_tc128_vc8192,cce,4,8192,16,128,8192,compile_oom,25.01,15.75,9.26,26.03,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b4_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_cce_r16_b4_l16384_tc128_vc8192,cce,4,16384,16,128,8192,compile_oom,54.18,15.75,38.43,55.21,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b4_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_cce_r16_b4_l32768_tc128_vc8192,cce,4,32768,16,128,8192,resource_exhausted,,,,421.48,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b4_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
frontier_low,frontier_low_default_r16_b8_l2048_tc128_vc8192,default,8,2048,16,128,8192,compile_oom,20.34,15.75,4.59,21.37,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b8_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,data/gemma3_270m_full_cce/raw/frontier-low/gemma3-270m-cce-rerun/frontier_low/frontier_low_results.csv
