suite,case,variant,batch_size,max_length,lora_rank,token_chunk,vocab_chunk,status,failure_type,tpu,chips,xla_train_step_gib_per_chip,runtime_peak_hbm_gb,runtime_hbm_limit_gb,mean_step_time_sec_excl_first,valid_tokens_per_sec_excl_first,wall_time_sec,xla_report
frontier_high,frontier_high_default_r16_b16_l512_tc128_vc8192,default,16,512,16,128,8192,ok,,v5litepod-1,1,12.57,1.419611136,16.909336064,0.1535838280000234,11563.717502859276,43.97484750600006,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b16_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b16_l1024_tc128_vc8192,default,16,1024,16,128,8192,failed,compile_oom,v5litepod-1,1,21.36,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b16_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b16_l2048_tc128_vc8192,default,16,2048,16,128,8192,failed,compile_oom,v5litepod-1,1,48.2,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b16_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b16_l4096_tc128_vc8192,default,16,4096,16,128,8192,failed,resource_exhausted,v5litepod-1,1,93.66,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b16_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b16_l8192_tc128_vc8192,default,16,8192,16,128,8192,failed,resource_exhausted,v5litepod-1,1,161.69,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b16_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b16_l16384_tc128_vc8192,default,16,16384,16,128,8192,failed,resource_exhausted,v5litepod-1,1,623.73,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b16_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b16_l32768_tc128_vc8192,default,16,32768,16,128,8192,failed,resource_exhausted,v5litepod-1,1,991.44,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b16_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b16_l256_tc128_vc8192,cce,16,256,16,128,8192,ok,,v5litepod-1,1,3.01,1.378030592,16.909336064,0.1881867539998438,9437.43362511834,44.02664196899991,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b16_l512_tc128_vc8192,cce,16,512,16,128,8192,ok,,v5litepod-1,1,4.98,1.419352064,16.909336064,0.2914527010000256,6093.613110828037,44.943243636000034,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b16_l1024_tc128_vc8192,cce,16,1024,16,128,8192,ok,,v5litepod-1,1,9.65,1.433532928,16.909336064,0.518863243999931,3422.867240139747,45.1835548370002,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b16_l2048_tc128_vc8192,cce,16,2048,16,128,8192,failed,compile_oom,v5litepod-1,1,16.42,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b16_l4096_tc128_vc8192,cce,16,4096,16,128,8192,failed,compile_oom,v5litepod-1,1,33.87,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b16_l8192_tc128_vc8192,cce,16,8192,16,128,8192,failed,compile_oom,v5litepod-1,1,60.34,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b16_l16384_tc128_vc8192,cce,16,16384,16,128,8192,failed,resource_exhausted,v5litepod-1,1,463.26,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b16_l32768_tc128_vc8192,cce,16,32768,16,128,8192,failed,resource_exhausted,v5litepod-1,1,736.25,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b16_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b32_l256_tc128_vc8192,default,32,256,16,128,8192,ok,,v5litepod-1,1,12.28,1.4176384,16.909336064,0.1957249029999275,18147.920604672956,43.549735157000214,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b32_l512_tc128_vc8192,default,32,512,16,128,8192,failed,compile_oom,v5litepod-1,1,21.32,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b32_l1024_tc128_vc8192,default,32,1024,16,128,8192,failed,compile_oom,v5litepod-1,1,45.45,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b32_l2048_tc128_vc8192,default,32,2048,16,128,8192,failed,resource_exhausted,v5litepod-1,1,89.54,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b32_l4096_tc128_vc8192,default,32,4096,16,128,8192,failed,resource_exhausted,v5litepod-1,1,180.68,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b32_l8192_tc128_vc8192,default,32,8192,16,128,8192,failed,resource_exhausted,v5litepod-1,1,486.94,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b32_l16384_tc128_vc8192,default,32,16384,16,128,8192,failed,resource_exhausted,v5litepod-1,1,1261.4234080314636,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b32_l32768_tc128_vc8192,default,32,32768,16,128,8192,failed,resource_exhausted,v5litepod-1,1,1979.460560798645,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b32_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b32_l256_tc128_vc8192,cce,32,256,16,128,8192,ok,,v5litepod-1,1,4.28,1.41419008,16.909336064,0.2331723790002797,15233.365183428255,43.97443634699994,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b32_l512_tc128_vc8192,cce,32,512,16,128,8192,ok,,v5litepod-1,1,8.13,1.443377664,16.909336064,0.4857847389998824,7311.880581742317,46.750295196000025,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b32_l1024_tc128_vc8192,cce,32,1024,16,128,8192,ok,,v5litepod-1,1,14.26,1.17110016,16.909336064,0.9951360860000024,3569.361065256347,45.19075645399971,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b32_l2048_tc128_vc8192,cce,32,2048,16,128,8192,failed,compile_oom,v5litepod-1,1,28.88,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b32_l4096_tc128_vc8192,cce,32,4096,16,128,8192,failed,compile_oom,v5litepod-1,1,62.61,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b32_l8192_tc128_vc8192,cce,32,8192,16,128,8192,failed,compile_oom,v5litepod-1,1,287.79,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b32_l16384_tc128_vc8192,cce,32,16384,16,128,8192,failed,resource_exhausted,v5litepod-1,1,926.47,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b32_l32768_tc128_vc8192,cce,32,32768,16,128,8192,failed,resource_exhausted,v5litepod-1,1,1469.315700531006,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b32_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b64_l256_tc128_vc8192,default,64,256,16,128,8192,failed,compile_oom,v5litepod-1,1,21.34,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b64_l512_tc128_vc8192,default,64,512,16,128,8192,failed,compile_oom,v5litepod-1,1,57.41,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b64_l1024_tc128_vc8192,default,64,1024,16,128,8192,failed,resource_exhausted,v5litepod-1,1,88.02,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b64_l2048_tc128_vc8192,default,64,2048,16,128,8192,failed,resource_exhausted,v5litepod-1,1,177.59,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b64_l4096_tc128_vc8192,default,64,4096,16,128,8192,failed,resource_exhausted,v5litepod-1,1,342.22,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b64_l8192_tc128_vc8192,default,64,8192,16,128,8192,failed,resource_exhausted,v5litepod-1,1,1263.1936526298523,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b64_l16384_tc128_vc8192,default,64,16384,16,128,8192,failed,resource_exhausted,v5litepod-1,1,1689.9603343009949,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b64_l32768_tc128_vc8192,default,64,32768,16,128,8192,failed,resource_exhausted,v5litepod-1,1,12074.46992969513,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b64_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b64_l256_tc128_vc8192,cce,64,256,16,128,8192,ok,,v5litepod-1,1,7.56,1.446007808,16.909336064,0.4758572769997045,15046.52833123417,47.85347739600002,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b64_l512_tc128_vc8192,cce,64,512,16,128,8192,ok,,v5litepod-1,1,14.13,1.149143552,16.909336064,0.918922794999162,7791.731839677054,40.317053197999485,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b64_l1024_tc128_vc8192,cce,64,1024,16,128,8192,failed,compile_oom,v5litepod-1,1,25.16,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b64_l2048_tc128_vc8192,cce,64,2048,16,128,8192,failed,compile_oom,v5litepod-1,1,53.87,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b64_l4096_tc128_vc8192,cce,64,4096,16,128,8192,failed,compile_oom,v5litepod-1,1,108.75,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b64_l8192_tc128_vc8192,cce,64,8192,16,128,8192,failed,resource_exhausted,v5litepod-1,1,783.61,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b64_l16384_tc128_vc8192,cce,64,16384,16,128,8192,failed,resource_exhausted,v5litepod-1,1,912.57,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b64_l32768_tc128_vc8192,cce,64,32768,16,128,8192,failed,resource_exhausted,v5litepod-1,1,10523.196453094482,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b64_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b128_l256_tc128_vc8192,default,128,256,16,128,8192,failed,compile_oom,v5litepod-1,1,57.38,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b128_l512_tc128_vc8192,default,128,512,16,128,8192,failed,resource_exhausted,v5litepod-1,1,85.8,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b128_l1024_tc128_vc8192,default,128,1024,16,128,8192,failed,resource_exhausted,v5litepod-1,1,175.01,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b128_l2048_tc128_vc8192,default,128,2048,16,128,8192,failed,resource_exhausted,v5litepod-1,1,352.91,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b128_l4096_tc128_vc8192,default,128,4096,16,128,8192,failed,resource_exhausted,v5litepod-1,1,973.15,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b128_l8192_tc128_vc8192,default,128,8192,16,128,8192,failed,resource_exhausted,v5litepod-1,1,2525.381217479706,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b128_l16384_tc128_vc8192,default,128,16384,16,128,8192,failed,resource_exhausted,v5litepod-1,1,7402.469916820526,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_default_r16_b128_l32768_tc128_vc8192,default,128,32768,16,128,8192,failed,resource_exhausted,v5litepod-1,1,22104.830758094788,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_default_r16_b128_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b128_l256_tc128_vc8192,cce,128,256,16,128,8192,ok,,v5litepod-1,1,14.04,1.147855872,16.909336064,0.8976163939996695,16113.787690028894,39.187660575000336,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b128_l512_tc128_vc8192,cce,128,512,16,128,8192,failed,compile_oom,v5litepod-1,1,22.4,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b128_l1024_tc128_vc8192,cce,128,1024,16,128,8192,failed,compile_oom,v5litepod-1,1,49.76,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b128_l2048_tc128_vc8192,cce,128,2048,16,128,8192,failed,compile_oom,v5litepod-1,1,107.07,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b128_l4096_tc128_vc8192,cce,128,4096,16,128,8192,failed,compile_oom,v5litepod-1,1,475.57,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b128_l8192_tc128_vc8192,cce,128,8192,16,128,8192,failed,resource_exhausted,v5litepod-1,1,1557.970609664917,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b128_l16384_tc128_vc8192,cce,128,16384,16,128,8192,failed,resource_exhausted,v5litepod-1,1,5595.196439743042,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_high,frontier_high_cce_r16_b128_l32768_tc128_vc8192,cce,128,32768,16,128,8192,failed,resource_exhausted,v5litepod-1,1,21045.27622938156,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_high/frontier_high_cce_r16_b128_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_default_r16_b1_l256_tc128_vc8192,default,1,256,16,128,8192,ok,,v5litepod-1,1,1.28,1.190693888,16.909336064,0.0583612350000066,1867.6780914589544,46.54067550299999,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b1_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_default_r16_b1_l512_tc128_vc8192,default,1,512,16,128,8192,ok,,v5litepod-1,1,1.45,1.235367936,16.909336064,0.1010820610000564,1078.3317922251222,35.43078964899996,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b1_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_default_r16_b1_l1024_tc128_vc8192,default,1,1024,16,128,8192,ok,,v5litepod-1,1,2.51,1.313317376,16.909336064,0.1074182009999731,1014.725614330734,40.51962466600003,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b1_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_default_r16_b1_l2048_tc128_vc8192,default,1,2048,16,128,8192,ok,,v5litepod-1,1,4.28,1.3467008,16.909336064,0.2934946899999886,371.386616909506,40.91419857899996,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b1_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_default_r16_b1_l4096_tc128_vc8192,default,1,4096,16,128,8192,ok,,v5litepod-1,1,8.75,1.403986944,16.909336064,0.1370589799998924,795.2780620436947,42.269323975999896,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b1_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_default_r16_b1_l8192_tc128_vc8192,default,1,8192,16,128,8192,ok,,v5litepod-1,1,14.08,1.157103104,16.909336064,0.3719687129998874,293.03539838317795,39.89448513699995,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b1_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_default_r16_b1_l16384_tc128_vc8192,default,1,16384,16,128,8192,failed,compile_oom,v5litepod-1,1,34.07,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b1_l16384_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_default_r16_b1_l32768_tc128_vc8192,default,1,32768,16,128,8192,failed,compile_oom,v5litepod-1,1,63.39,,,,,,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_default_r16_b1_l32768_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_cce_r16_b1_l256_tc128_vc8192,cce,1,256,16,128,8192,ok,,v5litepod-1,1,1.16,1.191018496,16.909336064,0.096450945000015,1130.1081601635212,34.45252501699997,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b1_l256_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_cce_r16_b1_l512_tc128_vc8192,cce,1,512,16,128,8192,ok,,v5litepod-1,1,1.23,1.235650048,16.909336064,0.1032212740001341,1055.983866270226,37.66045930699988,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b1_l512_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_cce_r16_b1_l1024_tc128_vc8192,cce,1,1024,16,128,8192,ok,,v5litepod-1,1,1.55,1.310820352,16.909336064,0.1214557110001806,897.4464774228519,41.35631814699991,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b1_l1024_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_cce_r16_b1_l2048_tc128_vc8192,cce,1,2048,16,128,8192,ok,,v5litepod-1,1,2.37,1.343534592,16.909336064,0.1492642490002254,730.2485406256619,41.0306993480001,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b1_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_cce_r16_b1_l4096_tc128_vc8192,cce,1,4096,16,128,8192,ok,,v5litepod-1,1,5.12,1.401482752,16.909336064,0.2249165010000524,484.6242917498285,43.218304923000005,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b1_l4096_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
frontier_low,frontier_low_cce_r16_b1_l8192_tc128_vc8192,cce,1,8192,16,128,8192,ok,,v5litepod-1,1,13.91,1.155279872,16.909336064,0.4309493139999176,252.92997681862147,40.37743495099994,/tmp/gemma3-270m-cce-rerun/frontier_low/frontier_low_cce_r16_b1_l8192_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt
