model_key,variant_name,status,model_id,batch_size,max_length,max_steps_requested,steps_recorded,learning_rate,lora_rank,lora_alpha,lora_fa_installed,final_loss,mean_loss,mean_step_time_sec_excl_first,valid_tokens_per_sec_excl_first,loss_tokens_per_sec_excl_first,wall_time_sec,lora_a_tensors,lora_b_tensors,lora_a_params,lora_b_params,lora_a_bytes,lora_b_bytes,lorafa_a_value_delta_max,lorafa_b_value_delta_max,lorafa_a_changed_tensors,lorafa_b_changed_tensors,train_peak_aggregate_gib,train_in_use_aggregate_gib,train_limit_aggregate_gib,train_peak_max_chip_gib,train_limit_min_chip_gib,device_count,bleu,chrf,quality_num_examples
gemma3-270m,standard_lora_r16,ok,google/gemma-3-270m-it,16,512,2,2,0.0002,16,32.0,False,4.367065906524658,4.849499225616455,0.27598411200051487,1938.5173882727058,655.8348547240369,46.2554324900002,108,108,1622016,1990656,3244032,3981312,0.000244140625,0.000400543212890625,108,108,2.801605224609375,2.4819107055664062,125.98434448242188,0.3502006530761719,15.748043060302734,8,,,
gemma3-270m,lorafa_r16,ok,google/gemma-3-270m-it,16,512,2,2,0.0002,16,32.0,True,4.336360454559326,4.834146499633789,0.2514886099997966,2127.332923747253,719.7145031743044,41.60384620700006,108,108,1622016,1990656,3244032,3981312,0.0,0.000400543212890625,0,108,2.8105201721191406,2.484002113342285,125.98434448242188,0.3520359992980957,15.748043060302734,8,,,
