model,suite,mesh,batch_size,max_length,eval_loss_cce,eval_loss_default,final_loss_cce,final_loss_default,mean_step_time_sec_excl_first_cce,mean_step_time_sec_excl_first_default,valid_tokens_per_sec_excl_first_cce,valid_tokens_per_sec_excl_first_default,xla_train_step_gib_per_chip_cce,xla_train_step_gib_per_chip_default,xla_reduction_pct,step_time_multiplier_cce_vs_default,loss_delta_cce_minus_default
Gemma3 1B,fourchip_frontier_fsdp2_tp2,fsdp2/tp2,8,1024,,,1.7439525127410889,1.767737627029419,28.200499918999412,0.4755315979982697,31.34696202333726,1858.972156048433,9.02,10.82,16.635859519408513,59.30310422631899,-0.023785114288330078
Gemma3 1B,fourchip_frontier_fsdp2_tp2,fsdp2/tp2,8,2048,,,1.7513322830200195,,54.65683595500013,,16.173640214516105,,14.92,,,,
Gemma3 1B,fourchip_frontier_fsdp2_tp2,fsdp2/tp2,16,256,,,1.7408469915390017,1.7304894924163818,14.16319751300034,0.2982208489993354,125.39541289103798,5955.318033461697,4.98,5.81,14.285714285714269,47.49231168955563,0.010357499122619851
Gemma3 1B,fourchip_frontier_fsdp2_tp2,fsdp2/tp2,16,512,,,1.731010675430298,1.7229825258255005,28.201077358000475,0.4686483370005589,62.97631744540992,3789.621897234817,9.42,10.93,13.815187557182062,60.17534925759662,0.008028149604797585
Gemma3 1B,fourchip_frontier_fsdp2_tp2,fsdp2/tp2,16,1024,,,1.7326200008392334,,56.298832694999874,,31.545947135734018,,14.73,,,,
Gemma3 1B,fourchip_frontier_fsdp2_tp2,fsdp2/tp2,32,256,,,1.6994322538375854,1.6664388179779053,28.196761638999305,0.4697190379993117,125.97191285566576,7561.9672882094355,9.21,10.72,14.085820895522383,60.02899469244128,0.032993435859680176
Gemma3 1B,fourchip_frontier_fsdp2_tp2,fsdp2/tp2,32,512,,,1.699418306350708,,56.27645779500017,,63.11697891397092,,14.22,,,,
Gemma3 1B,fourchip_frontier_fsdp2_tp2,fsdp2/tp2,64,256,,,1.7172832489013672,,56.27187318000142,,127.23941101261592,,14.29,,,,
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,1,256,,,1.7258341312408447,1.7472002506256104,0.1350573529998655,0.132473366999875,807.0645365018261,822.8068967259121,1.32,1.33,0.7518796992481258,1.0195057018517006,-0.021366119384765625
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,1,512,,,1.7600864171981812,1.7678277492523191,0.1500647430002573,0.138041782000073,726.3531581153151,789.6160019141332,1.81,2.06,12.135922330097081,1.0870965357443585,-0.0077413320541379615
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,1,1024,,,1.7370100021362305,1.7508814334869385,0.1886771970002883,0.1632963910001308,577.7062715206303,667.4979118179817,2.78,3.26,14.723926380368102,1.1554278440858938,-0.013871431350708008
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,1,2048,,,1.7693467140197754,1.76485013961792,0.2718945320002603,0.2223241390001931,400.89073950150504,490.27514731499906,4.37,5.66,22.79151943462897,1.2229645112896363,0.004496574401855469
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,1,4096,,,1.7156379222869873,1.724861979484558,0.4717891299997063,0.3724876430001131,231.03542042197503,292.6271570301914,8.25,11.91,30.730478589420652,1.2665900167849675,-0.0092240571975708
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,4,256,,,1.7812092304229736,1.7970435619354248,0.1851491070001429,0.1593218470002284,2354.8587787661504,2736.5989549404035,1.93,3.05,36.721311475409834,1.1621074603778443,-0.015834331512451172
