size,variant,chips,batch_size,max_length,xla_peak_gib,aggregate_hbm_gib,status
270m,default-lora,1,16,2048,17.042902946472168,17.042902946472168,oom
270m,cce-lora,1,16,2048,6.535933971405029,6.535933971405029,ok
1b,default-lora,4,16,2048,15.531027793884277,62.12411117553711,oom
1b,cce-lora,4,16,2048,4.736051082611084,18.944204330444336,ok
4b,default-lora,8,16,2048,23.349163055419922,186.79330444335938,oom
4b,cce-lora,8,16,2048,16.572463989257812,132.5797119140625,oom
