variant,step,loss,step_time_sec,grad_norm,valid_tokens,loss_tokens,capacity_tokens,valid_ratio,loss_ratio,cumulative_valid_tokens,cumulative_loss_tokens,cumulative_step_time_sec
unpacked,1,5.2655158042907715,52.3565163249998,112.0,176,66,2048,0.0859375,0.0322265625,176,66,52.3565163249998
unpacked,2,5.136854648590088,0.2880051370000274,95.5,108,22,2048,0.052734375,0.0107421875,284,88,52.64452146199983
unpacked,3,1.400221347808838,0.20135903000004873,16.125,301,141,2048,0.14697265625,0.06884765625,585,229,52.84588049199988
unpacked,4,3.4356486797332764,0.20608825899989824,37.0,118,30,2048,0.0576171875,0.0146484375,703,259,53.05196875099978
unpacked,5,2.7653088569641113,0.207588830000077,22.375,136,44,2048,0.06640625,0.021484375,839,303,53.259557580999854
unpacked,6,2.3287487030029297,0.2061809289998564,28.875,100,25,2048,0.048828125,0.01220703125,939,328,53.46573850999971
unpacked,7,2.6429243087768555,0.20663955899999564,14.9375,201,93,2048,0.09814453125,0.04541015625,1140,421,53.672378068999706
unpacked,8,1.5037263631820679,0.20808122200014623,17.875,98,19,2048,0.0478515625,0.00927734375,1238,440,53.88045929099985
unpacked,9,2.0267672538757324,0.20754076000002897,24.375,105,28,2048,0.05126953125,0.013671875,1343,468,54.08800005099988
unpacked,10,0.9119157195091248,0.20680683899990981,8.9375,148,49,2048,0.072265625,0.02392578125,1491,517,54.29480688999979
unpacked,11,1.8457753658294678,0.20821448200013037,15.8125,195,71,2048,0.09521484375,0.03466796875,1686,588,54.50302137199992
unpacked,12,1.496960997581482,0.20770630100014387,16.0,118,31,2048,0.0576171875,0.01513671875,1804,619,54.710727673000065
unpacked,13,2.7519826889038086,0.20686875000001237,22.625,120,32,2048,0.05859375,0.015625,1924,651,54.91759642300008
unpacked,14,2.074930191040039,0.20766884999989088,15.8125,143,48,2048,0.06982421875,0.0234375,2067,699,55.12526527299997
unpacked,15,1.276749610900879,0.20745794100002968,14.25,112,32,2048,0.0546875,0.015625,2179,731,55.332723214
unpacked,16,1.7301816940307617,0.20733214999995653,13.125,157,56,2048,0.07666015625,0.02734375,2336,787,55.540055363999954
unpacked,17,0.849513828754425,0.20812301199998728,8.3125,251,107,2048,0.12255859375,0.05224609375,2587,894,55.74817837599994
unpacked,18,0.8776535987854004,0.20740064000005987,7.34375,140,42,2048,0.068359375,0.0205078125,2727,936,55.955579016
unpacked,19,1.9426758289337158,0.2073023809998631,12.5625,131,45,2048,0.06396484375,0.02197265625,2858,981,56.162881396999865
unpacked,20,2.4731359481811523,0.20791552100013178,14.625,133,43,2048,0.06494140625,0.02099609375,2991,1024,56.370796917999996
unpacked,21,1.4045051336288452,0.2081497720000698,36.75,93,17,2048,0.04541015625,0.00830078125,3084,1041,56.578946690000066
unpacked,22,0.47086670994758606,0.20649426800014226,8.0,196,75,2048,0.095703125,0.03662109375,3280,1116,56.78544095800021
unpacked,23,0.9527108669281006,0.20742199999995137,13.25,113,28,2048,0.05517578125,0.013671875,3393,1144,56.99286295800016
unpacked,24,1.4006329774856567,0.20782845100006853,10.5,123,35,2048,0.06005859375,0.01708984375,3516,1179,57.20069140900023
unpacked,25,1.528990626335144,0.2075903610000296,23.25,113,28,2048,0.05517578125,0.013671875,3629,1207,57.40828177000026
unpacked,26,2.248746395111084,0.2076829009999983,13.125,98,24,2048,0.0478515625,0.01171875,3727,1231,57.615964671000256
unpacked,27,1.649538516998291,0.21031687499998952,13.3125,103,26,2048,0.05029296875,0.0126953125,3830,1257,57.826281546000246
unpacked,28,0.5928844809532166,0.20571887799997057,6.8125,125,36,2048,0.06103515625,0.017578125,3955,1293,58.032000424000216
unpacked,29,0.7628951072692871,0.2077717610000036,7.71875,119,31,2048,0.05810546875,0.01513671875,4074,1324,58.23977218500022
unpacked,30,1.5774120092391968,0.20701499999995576,10.625,144,44,2048,0.0703125,0.021484375,4218,1368,58.446787185000176
unpacked,31,1.466773509979248,0.20781562100000883,14.0625,115,30,2048,0.05615234375,0.0146484375,4333,1398,58.654602806000185
unpacked,32,0.6890629529953003,0.20910075300002973,10.5625,109,28,2048,0.05322265625,0.013671875,4442,1426,58.863703559000214
unpacked,33,1.1443322896957397,0.206303188999982,10.1875,144,48,2048,0.0703125,0.0234375,4586,1474,59.070006748000196
unpacked,34,0.6106117963790894,0.20717138999998497,8.6875,91,19,2048,0.04443359375,0.00927734375,4677,1493,59.27717813800018
unpacked,35,2.110830068588257,0.20735506999994868,16.0,104,28,2048,0.05078125,0.013671875,4781,1521,59.48453320800013
unpacked,36,1.4881190061569214,0.20766491100016538,16.375,99,19,2048,0.04833984375,0.00927734375,4880,1540,59.692198119000295
unpacked,37,1.302189588546753,0.20786243099996682,21.5,110,27,2048,0.0537109375,0.01318359375,4990,1567,59.90006055000026
unpacked,38,1.3383864164352417,0.20736474099999214,5.8125,327,143,2048,0.15966796875,0.06982421875,5317,1710,60.107425291000254
unpacked,39,1.4941234588623047,0.20828021199986324,16.375,121,32,2048,0.05908203125,0.015625,5438,1742,60.31570550300012
unpacked,40,1.1711291074752808,0.20626488899983997,6.875,209,86,2048,0.10205078125,0.0419921875,5647,1828,60.52197039199996
