variant,step,loss,step_time_sec,grad_norm,valid_tokens,loss_tokens,capacity_tokens,valid_ratio,loss_ratio,cumulative_valid_tokens,cumulative_loss_tokens,cumulative_step_time_sec
packed,1,3.7367148399353027,31.427109857999994,51.5,8178,4518,8192,0.998291015625,0.551513671875,8178,4518,31.427109857999994
packed,2,2.647146224975586,0.5918524830000251,9.375,8180,4274,8192,0.99853515625,0.521728515625,16358,8792,32.01896234100002
packed,3,2.36104154586792,0.21107525299998997,8.25,8192,4327,8192,1.0,0.5281982421875,24550,13119,32.23003759400001
packed,4,2.435617446899414,0.06900288099996033,6.15625,8191,4391,8192,0.9998779296875,0.5360107421875,32741,17510,32.29904047499997
packed,5,2.3764936923980713,0.08390548900001704,4.53125,8178,4140,8192,0.998291015625,0.50537109375,40919,21650,32.38294596399999
packed,6,2.2192111015319824,0.10042809699996269,3.84375,8192,4083,8192,1.0,0.4984130859375,49111,25733,32.48337406099995
packed,7,2.2214150428771973,0.10589409600004274,4.09375,8192,4116,8192,1.0,0.50244140625,57303,29849,32.58926815699999
packed,8,2.284092426300049,0.10965641600000708,4.03125,8112,4080,8192,0.990234375,0.498046875,65415,33929,32.698924573
packed,9,2.379592180252075,0.10522685599994475,3.90625,8192,3997,8192,1.0,0.4879150390625,73607,37926,32.804151428999944
packed,10,2.1969738006591797,0.10524966700006644,3.375,8192,4024,8192,1.0,0.4912109375,81799,41950,32.90940109600001
packed,11,1.9804664850234985,0.10840580499996122,3.703125,8169,3930,8192,0.9971923828125,0.479736328125,89968,45880,33.01780690099997
packed,12,2.0700838565826416,0.10489994700003535,6.90625,8103,3905,8192,0.9891357421875,0.4766845703125,98071,49785,33.12270684800001
packed,13,2.109269380569458,0.10777800599998955,3.09375,8192,3869,8192,1.0,0.4722900390625,106263,53654,33.230484854
packed,14,2.2376322746276855,0.10664172600002075,3.578125,8180,3844,8192,0.99853515625,0.46923828125,114443,57498,33.33712658000002
packed,15,2.2456910610198975,0.10530949700000747,3.25,8140,3799,8192,0.99365234375,0.4637451171875,122583,61297,33.442436077000025
packed,16,2.160883903503418,0.10727432599992426,2.71875,8155,3646,8192,0.9954833984375,0.445068359375,130738,64943,33.54971040299995
packed,17,2.0976150035858154,0.10791427600008774,2.640625,8162,3513,8192,0.996337890625,0.4288330078125,138900,68456,33.65762467900004
packed,18,2.281010866165161,0.10534900599998309,2.765625,8126,3445,8192,0.991943359375,0.4205322265625,147026,71901,33.76297368500002
packed,19,2.1597883701324463,0.10762457599992103,2.65625,8177,3425,8192,0.9981689453125,0.4180908203125,155203,75326,33.87059826099994
packed,20,1.9795489311218262,0.10568051699999614,3.046875,8142,3249,8192,0.993896484375,0.3966064453125,163345,78575,33.97627877799994
packed,21,2.1162121295928955,0.10791013600010047,2.921875,8138,3157,8192,0.993408203125,0.3853759765625,171483,81732,34.08418891400004
packed,22,2.116159439086914,0.1062180859998989,3.0,8104,2977,8192,0.9892578125,0.3634033203125,179587,84709,34.19040699999994
packed,23,2.1771278381347656,0.10616251600004034,3.78125,8144,2851,8192,0.994140625,0.3480224609375,187731,87560,34.29656951599998
packed,24,2.131357192993164,0.1073682359999566,3.171875,8153,2714,8192,0.9952392578125,0.331298828125,195884,90274,34.40393775199993
packed,25,2.079188108444214,0.10528699600001801,3.171875,8114,2604,8192,0.990478515625,0.31787109375,203998,92878,34.50922474799995
packed,26,2.120591640472412,0.1080360370000335,2.890625,8136,2525,8192,0.9931640625,0.3082275390625,212134,95403,34.617260784999985
packed,27,2.006748676300049,0.10943618600003902,2.9375,8027,2420,8192,0.9798583984375,0.29541015625,220161,97823,34.726696971000024
packed,28,2.0131468772888184,0.10441498599993793,2.84375,8053,2315,8192,0.9830322265625,0.2825927734375,228214,100138,34.83111195699996
packed,29,2.024435520172119,0.10589078600003177,2.984375,8160,2222,8192,0.99609375,0.271240234375,236374,102360,34.937002742999994
packed,30,1.9594933986663818,0.10615493599993897,3.078125,8118,2073,8192,0.990966796875,0.2530517578125,244492,104433,35.04315767899993
packed,31,1.9620543718338013,0.10660020700004225,3.234375,8022,1958,8192,0.979248046875,0.239013671875,252514,106391,35.149757885999975
packed,32,2.2253832817077637,0.10609635599996636,4.1875,8051,1800,8192,0.9827880859375,0.2197265625,260565,108191,35.25585424199994
packed,33,1.8720685243606567,0.10651396600007956,8.0625,7895,1430,8192,0.9637451171875,0.174560546875,268460,109621,35.36236820800002
packed,34,2.188210964202881,0.10647208599993974,8.3125,8178,4518,8192,0.998291015625,0.551513671875,276638,114139,35.46884029399996
packed,35,2.1566972732543945,0.1061241270000437,5.375,8180,4274,8192,0.99853515625,0.521728515625,284818,118413,35.574964421000004
packed,36,1.8984087705612183,0.10632784599999923,3.546875,8192,4327,8192,1.0,0.5281982421875,293010,122740,35.681292267
packed,37,2.042057991027832,0.1063903259999961,3.515625,8191,4391,8192,0.9998779296875,0.5360107421875,301201,127131,35.787682593
packed,38,1.9898477792739868,0.10619084600000406,4.09375,8178,4140,8192,0.998291015625,0.50537109375,309379,131271,35.893873439000004
packed,39,1.8916434049606323,0.10650445600003877,2.765625,8192,4083,8192,1.0,0.4984130859375,317571,135354,36.00037789500004
packed,40,1.8735836744308472,0.106423925999934,3.109375,8192,4116,8192,1.0,0.50244140625,325763,139470,36.106801820999976
packed,41,1.9721037149429321,0.10632940599998619,2.609375,8112,4080,8192,0.990234375,0.498046875,333875,143550,36.21313122699996
packed,42,2.0993528366088867,0.10633928699996886,2.515625,8192,3997,8192,1.0,0.4879150390625,342067,147547,36.31947051399993
packed,43,1.9691579341888428,0.1062320460000592,2.34375,8192,4024,8192,1.0,0.4912109375,350259,151571,36.42570255999999
packed,44,1.7602437734603882,0.10656129699998473,3.171875,8169,3930,8192,0.9971923828125,0.479736328125,358428,155501,36.532263856999975
packed,45,1.8448727130889893,0.1066473450000558,2.6875,8103,3905,8192,0.9891357421875,0.4766845703125,366531,159406,36.63891120200003
packed,46,1.9053021669387817,0.10633359700000256,2.6875,8192,3869,8192,1.0,0.4722900390625,374723,163275,36.745244799000034
packed,47,2.0108418464660645,0.10649018599997362,2.546875,8180,3844,8192,0.99853515625,0.46923828125,382903,167119,36.85173498500001
packed,48,2.0442445278167725,0.10656042599998727,2.359375,8140,3799,8192,0.99365234375,0.4637451171875,391043,170918,36.958295410999995
packed,49,1.9679704904556274,0.10637651699994422,2.3125,8155,3646,8192,0.9954833984375,0.445068359375,399198,174564,37.06467192799994
packed,50,1.884381890296936,0.10640302600006635,2.25,8162,3513,8192,0.996337890625,0.4288330078125,407360,178077,37.171074954000005
packed,51,2.072998285293579,0.10645898600000692,3.1875,8126,3445,8192,0.991943359375,0.4205322265625,415486,181522,37.27753394000001
packed,52,1.967647671699524,0.10619047599993792,2.671875,8177,3425,8192,0.9981689453125,0.4180908203125,423663,184947,37.38372441599995
packed,53,1.7704893350601196,0.10635287600007359,2.53125,8142,3249,8192,0.993896484375,0.3966064453125,431805,188196,37.490077292000024
packed,54,1.8970973491668701,0.10626447599997846,2.3125,8138,3157,8192,0.993408203125,0.3853759765625,439943,191353,37.596341768
packed,55,1.8883929252624512,0.10637626699997327,2.28125,8104,2977,8192,0.9892578125,0.3634033203125,448047,194330,37.702718034999975
packed,56,1.9149720668792725,0.10620516599999519,2.171875,8144,2851,8192,0.994140625,0.3480224609375,456191,197181,37.80892320099997
packed,57,1.8786849975585938,0.10636793599996963,2.296875,8153,2714,8192,0.9952392578125,0.331298828125,464344,199895,37.91529113699994
packed,58,1.8230971097946167,0.10635204600009729,2.5,8114,2604,8192,0.990478515625,0.31787109375,472458,202499,38.02164318300004
packed,59,1.8654913902282715,0.1063608160000058,2.359375,8136,2525,8192,0.9931640625,0.3082275390625,480594,205024,38.12800399900004
packed,60,1.7748076915740967,0.10604154699990431,2.578125,8027,2420,8192,0.9798583984375,0.29541015625,488621,207444,38.23404554599995
packed,61,1.7858413457870483,0.10695958600001632,2.5625,8053,2315,8192,0.9830322265625,0.2825927734375,496674,209759,38.341005131999964
packed,62,1.7760624885559082,0.10646896600007949,2.375,8160,2222,8192,0.99609375,0.271240234375,504834,211981,38.44747409800004
packed,63,1.6998870372772217,0.10639142599995921,2.515625,8118,2073,8192,0.990966796875,0.2530517578125,512952,214054,38.553865524
packed,64,1.7257174253463745,0.10651741699996364,2.8125,8022,1958,8192,0.979248046875,0.239013671875,520974,216012,38.660382940999966
packed,65,1.912411093711853,0.10634045599999808,3.25,8051,1800,8192,0.9827880859375,0.2197265625,529025,217812,38.766723396999964
packed,66,1.5237926244735718,0.10641183600000659,2.890625,7895,1430,8192,0.9637451171875,0.174560546875,536920,219242,38.87313523299997
packed,67,1.7572675943374634,0.10663699600002019,2.640625,8178,4518,8192,0.998291015625,0.551513671875,545098,223760,38.97977222899999
packed,68,1.855199933052063,0.10637610699996003,2.5,8180,4274,8192,0.99853515625,0.521728515625,553278,228034,39.08614833599995
packed,69,1.6853619813919067,0.10652402700009134,2.203125,8192,4327,8192,1.0,0.5281982421875,561470,232361,39.19267236300004
packed,70,1.8389579057693481,0.10829130699994494,2.21875,8191,4391,8192,0.9998779296875,0.5360107421875,569661,236752,39.30096366999999
packed,71,1.7792574167251587,0.10615953900003205,2.34375,8178,4140,8192,0.998291015625,0.50537109375,577839,240892,39.40712320900002
packed,72,1.7456061840057373,0.10613136699998904,2.28125,8192,4083,8192,1.0,0.4984130859375,586031,244975,39.51325457600001
packed,73,1.7139006853103638,0.10621575799996208,2.109375,8192,4116,8192,1.0,0.50244140625,594223,249091,39.61947033399997
packed,74,1.800423264503479,0.10627886800000397,2.015625,8112,4080,8192,0.990234375,0.498046875,602335,253171,39.725749201999975
packed,75,1.9213149547576904,0.10643882800002302,2.09375,8192,3997,8192,1.0,0.4879150390625,610527,257168,39.83218803
packed,76,1.8189586400985718,0.10639233799997783,2.125,8192,4024,8192,1.0,0.4912109375,618719,261192,39.938580367999975
packed,77,1.572285532951355,0.10628584799997043,1.9609375,8169,3930,8192,0.9971923828125,0.479736328125,626888,265122,40.044866215999946
packed,78,1.673757553100586,0.10643270800005666,1.9375,8103,3905,8192,0.9891357421875,0.4766845703125,634991,269027,40.151298924
packed,79,1.7392274141311646,0.1065349169999763,1.9140625,8192,3869,8192,1.0,0.4722900390625,643183,272896,40.25783384099998
packed,80,1.844527006149292,0.10637432800001534,2.15625,8180,3844,8192,0.99853515625,0.46923828125,651363,276740,40.364208168999994
packed,81,1.881120204925537,0.10623601800000415,2.109375,8140,3799,8192,0.99365234375,0.4637451171875,659503,280539,40.470444187
