mesh,mesh_fsdp,mesh_tp,batch_size,max_length,final_loss_cce,final_loss_default,mean_step_time_sec_excl_first_cce,mean_step_time_sec_excl_first_default,xla_train_step_gib_per_chip_cce,xla_train_step_gib_per_chip_default,step_time_multiplier_cce_vs_default,xla_reduction_pct
fsdp1/tp4,1,4,16,512,2.356271743774414,2.3501718044281006,39.96262070800003,37.449549889999616,1.64,3.47,1.0671055012779072,52.73775216138329
fsdp1/tp4,1,4,16,1024,2.3486931324005127,2.3582253456115723,46.62359717599975,42.43100247900293,3.06,6.86,1.0988097016814895,55.39358600583091
fsdp2/tp2,2,2,16,512,2.2792809009552,2.3113694190979004,15.454800899002294,0.2401233499986119,2.65,6.23,64.361924398821,57.46388443017657
fsdp2/tp2,2,2,16,1024,2.2792809009552,2.311606168746948,30.833521404001655,0.4028355459995509,5.13,12.66,76.54121318290028,59.478672985782
fsdp4/tp1,4,1,16,512,2.367995023727417,2.360680341720581,0.4531047019991092,0.2753437569990637,3.85,11.29,1.6455964244021335,65.89902568644818
fsdp4/tp1,4,1,16,1024,2.347944736480713,,0.8701442370002042,,7.49,,,
