variant,step,loss,step_time_sec,grad_norm,valid_tokens,loss_tokens,capacity_tokens,valid_ratio,loss_ratio,cumulative_valid_tokens,cumulative_loss_tokens,cumulative_step_time_sec
unpacked,1,5.249347686767578,26.759092383000052,221.0,703,259,8192,0.0858154296875,0.0316162109375,703,259,26.759092383000052
unpacked,2,4.567827224731445,0.1760479149999128,48.0,535,181,8192,0.0653076171875,0.0220947265625,1238,440,26.935140297999965
unpacked,3,3.469064950942993,0.10173047099999621,39.75,566,179,8192,0.069091796875,0.0218505859375,1804,619,27.03687076899996
unpacked,4,3.325076103210449,0.10264527200001794,24.25,532,168,8192,0.06494140625,0.0205078125,2336,787,27.13951604099998
unpacked,5,2.577965497970581,0.1028415399999858,74.0,655,237,8192,0.0799560546875,0.0289306640625,2991,1024,27.242357580999965
unpacked,6,2.036048650741577,0.10291234200008148,22.25,525,155,8192,0.0640869140625,0.0189208984375,3516,1179,27.345269923000046
unpacked,7,2.9856667518615723,0.10175321099995926,26.375,439,114,8192,0.0535888671875,0.013916015625,3955,1293,27.447023134000005
unpacked,8,2.1460940837860107,0.10149397099996804,20.125,487,133,8192,0.0594482421875,0.0162353515625,4442,1426,27.548517104999974
unpacked,9,2.111788272857666,0.10187643100005062,23.625,438,114,8192,0.053466796875,0.013916015625,4880,1540,27.650393536000024
unpacked,10,2.359081745147705,0.10146268099992994,12.1875,767,288,8192,0.0936279296875,0.03515625,5647,1828,27.751856216999954
unpacked,11,2.4618518352508545,0.10167743200008772,15.8125,572,193,8192,0.06982421875,0.0235595703125,6219,2021,27.853533649000042
unpacked,12,1.8723375797271729,0.10183798100001695,12.875,556,174,8192,0.06787109375,0.021240234375,6775,2195,27.95537163000006
unpacked,13,2.710965394973755,0.10220009099998606,17.25,480,133,8192,0.05859375,0.0162353515625,7255,2328,28.057571721000045
unpacked,14,1.8030563592910767,0.10267026099995746,11.5625,586,201,8192,0.071533203125,0.0245361328125,7841,2529,28.160241982000002
