accelerator_type,backend,case_name,cce_loop_count,cce_profiler_experiment_id,chunk_configuration,chunk_loop_count,device_count,dstack_gpu_spec,execution_mode,experiment_id,fsdp_degree,global_batch_size,hardware_role,hardware_target,hidden_size,hostname_manifest,measured_steps,mesh_configuration,operation_family,preset,profiler_path,repeat_index,run_dir,run_id,scenario_group,seed,sequence_length,shape,signature_label,timestamp_manifest,token_chunk,token_loop_count,tp_degree,vocab_chunk,vocab_loop_count,vocab_size,warmup_steps,workload_description,workload_family,workload_runner,xla_dir,observed
A100-80GB,gpu,exp0059_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc32768_fsdp2_tp2_tc512_vc32768_r0,,-1,512/32768,128,4,A100:4:80GB,eager,59,2,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=2,tp=2",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0059_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc32768_fsdp2_tp2_tc512_vc32768_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp2_tp2_tc512_vc32768,2026-06-16T03:10:40+00:00,512,16,2,32768,8,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0059_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc32768_fsdp2_tp2_tc512_vc32768_r0/xla,False
A100-80GB,gpu,exp0060_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc65536_fsdp2_tp2_tc512_vc65536_r0,,-1,512/65536,64,4,A100:4:80GB,eager,60,2,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=2,tp=2",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0060_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc65536_fsdp2_tp2_tc512_vc65536_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp2_tp2_tc512_vc65536,2026-06-16T03:10:40+00:00,512,16,2,65536,4,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0060_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc65536_fsdp2_tp2_tc512_vc65536_r0/xla,False
A100-80GB,gpu,exp0061_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc131072_fsdp2_tp2_tc512_vc131072_r0,,-1,512/131072,32,4,A100:4:80GB,eager,61,2,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=2,tp=2",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0061_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc131072_fsdp2_tp2_tc512_vc131072_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp2_tp2_tc512_vc131072,2026-06-16T03:10:40+00:00,512,16,2,131072,2,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0061_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc131072_fsdp2_tp2_tc512_vc131072_r0/xla,False
A100-80GB,gpu,exp0062_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc262144_fsdp2_tp2_tc512_vc262144_r0,,-1,512/262144,16,4,A100:4:80GB,eager,62,2,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=2,tp=2",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0062_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc262144_fsdp2_tp2_tc512_vc262144_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp2_tp2_tc512_vc262144,2026-06-16T03:10:40+00:00,512,16,2,262144,1,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0062_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc512_vc262144_fsdp2_tp2_tc512_vc262144_r0/xla,False
A100-80GB,gpu,exp0063_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc4096_fsdp2_tp2_tc1024_vc4096_r0,,-1,1024/4096,512,4,A100:4:80GB,eager,63,2,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=2,tp=2",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0063_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc4096_fsdp2_tp2_tc1024_vc4096_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp2_tp2_tc1024_vc4096,2026-06-16T03:10:40+00:00,1024,8,2,4096,64,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0063_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc4096_fsdp2_tp2_tc1024_vc4096_r0/xla,False
A100-80GB,gpu,exp0065_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc16384_fsdp2_tp2_tc1024_vc16384_r0,,-1,1024/16384,128,4,A100:4:80GB,eager,65,2,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=2,tp=2",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0065_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc16384_fsdp2_tp2_tc1024_vc16384_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp2_tp2_tc1024_vc16384,2026-06-16T03:10:40+00:00,1024,8,2,16384,16,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0065_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc16384_fsdp2_tp2_tc1024_vc16384_r0/xla,False
A100-80GB,gpu,exp0066_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc32768_fsdp2_tp2_tc1024_vc32768_r0,,-1,1024/32768,64,4,A100:4:80GB,eager,66,2,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=2,tp=2",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0066_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc32768_fsdp2_tp2_tc1024_vc32768_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp2_tp2_tc1024_vc32768,2026-06-16T03:10:40+00:00,1024,8,2,32768,8,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0066_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc32768_fsdp2_tp2_tc1024_vc32768_r0/xla,False
A100-80GB,gpu,exp0067_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc65536_fsdp2_tp2_tc1024_vc65536_r0,,-1,1024/65536,32,4,A100:4:80GB,eager,67,2,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=2,tp=2",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0067_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc65536_fsdp2_tp2_tc1024_vc65536_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp2_tp2_tc1024_vc65536,2026-06-16T03:10:40+00:00,1024,8,2,65536,4,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0067_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc65536_fsdp2_tp2_tc1024_vc65536_r0/xla,False
A100-80GB,gpu,exp0068_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc131072_fsdp2_tp2_tc1024_vc131072_r0,,-1,1024/131072,16,4,A100:4:80GB,eager,68,2,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=2,tp=2",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0068_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc131072_fsdp2_tp2_tc1024_vc131072_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp2_tp2_tc1024_vc131072,2026-06-16T03:10:40+00:00,1024,8,2,131072,2,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0068_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc131072_fsdp2_tp2_tc1024_vc131072_r0/xla,False
A100-80GB,gpu,exp0069_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc262144_fsdp2_tp2_tc1024_vc262144_r0,,-1,1024/262144,8,4,A100:4:80GB,eager,69,2,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=2,tp=2",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0069_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc262144_fsdp2_tp2_tc1024_vc262144_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp2_tp2_tc1024_vc262144,2026-06-16T03:10:40+00:00,1024,8,2,262144,1,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0069_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc1024_vc262144_fsdp2_tp2_tc1024_vc262144_r0/xla,False
A100-80GB,gpu,exp0070_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc4096_fsdp1_tp4_tc64_vc4096_r0,,-1,64/4096,8192,4,A100:4:80GB,eager,70,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0070_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc4096_fsdp1_tp4_tc64_vc4096_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc64_vc4096,2026-06-16T03:10:40+00:00,64,128,4,4096,64,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0070_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc4096_fsdp1_tp4_tc64_vc4096_r0/xla,False
A100-80GB,gpu,exp0071_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc8192_fsdp1_tp4_tc64_vc8192_r0,,-1,64/8192,4096,4,A100:4:80GB,eager,71,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0071_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc8192_fsdp1_tp4_tc64_vc8192_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc64_vc8192,2026-06-16T03:10:40+00:00,64,128,4,8192,32,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0071_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc8192_fsdp1_tp4_tc64_vc8192_r0/xla,False
A100-80GB,gpu,exp0073_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc32768_fsdp1_tp4_tc64_vc32768_r0,,-1,64/32768,1024,4,A100:4:80GB,eager,73,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0073_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc32768_fsdp1_tp4_tc64_vc32768_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc64_vc32768,2026-06-16T03:10:40+00:00,64,128,4,32768,8,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0073_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc32768_fsdp1_tp4_tc64_vc32768_r0/xla,False
A100-80GB,gpu,exp0074_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc65536_fsdp1_tp4_tc64_vc65536_r0,,-1,64/65536,512,4,A100:4:80GB,eager,74,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0074_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc65536_fsdp1_tp4_tc64_vc65536_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc64_vc65536,2026-06-16T03:10:40+00:00,64,128,4,65536,4,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0074_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc65536_fsdp1_tp4_tc64_vc65536_r0/xla,False
A100-80GB,gpu,exp0075_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc131072_fsdp1_tp4_tc64_vc131072_r0,,-1,64/131072,256,4,A100:4:80GB,eager,75,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0075_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc131072_fsdp1_tp4_tc64_vc131072_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc64_vc131072,2026-06-16T03:10:40+00:00,64,128,4,131072,2,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0075_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc131072_fsdp1_tp4_tc64_vc131072_r0/xla,False
A100-80GB,gpu,exp0076_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc262144_fsdp1_tp4_tc64_vc262144_r0,,-1,64/262144,128,4,A100:4:80GB,eager,76,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0076_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc262144_fsdp1_tp4_tc64_vc262144_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc64_vc262144,2026-06-16T03:10:40+00:00,64,128,4,262144,1,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0076_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc64_vc262144_fsdp1_tp4_tc64_vc262144_r0/xla,False
A100-80GB,gpu,exp0077_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc4096_fsdp1_tp4_tc128_vc4096_r0,,-1,128/4096,4096,4,A100:4:80GB,eager,77,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0077_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc4096_fsdp1_tp4_tc128_vc4096_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc128_vc4096,2026-06-16T03:10:40+00:00,128,64,4,4096,64,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0077_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc4096_fsdp1_tp4_tc128_vc4096_r0/xla,False
A100-80GB,gpu,exp0078_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc8192_fsdp1_tp4_tc128_vc8192_r0,,-1,128/8192,2048,4,A100:4:80GB,eager,78,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0078_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc8192_fsdp1_tp4_tc128_vc8192_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc128_vc8192,2026-06-16T03:10:40+00:00,128,64,4,8192,32,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0078_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc8192_fsdp1_tp4_tc128_vc8192_r0/xla,False
A100-80GB,gpu,exp0079_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc16384_fsdp1_tp4_tc128_vc16384_r0,,-1,128/16384,1024,4,A100:4:80GB,eager,79,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0079_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc16384_fsdp1_tp4_tc128_vc16384_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc128_vc16384,2026-06-16T03:10:40+00:00,128,64,4,16384,16,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0079_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc16384_fsdp1_tp4_tc128_vc16384_r0/xla,False
A100-80GB,gpu,exp0081_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc65536_fsdp1_tp4_tc128_vc65536_r0,,-1,128/65536,256,4,A100:4:80GB,eager,81,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0081_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc65536_fsdp1_tp4_tc128_vc65536_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc128_vc65536,2026-06-16T03:10:40+00:00,128,64,4,65536,4,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0081_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc65536_fsdp1_tp4_tc128_vc65536_r0/xla,False
A100-80GB,gpu,exp0082_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc131072_fsdp1_tp4_tc128_vc131072_r0,,-1,128/131072,128,4,A100:4:80GB,eager,82,1,16,primary_gpu_baseline,gpu-a100-80gb-4,320,Chansungs-MacBook-Pro-2.local,10,"fsdp=1,tp=4",chunked_matmul_loop,dense-synthetic,,0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0082_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc131072_fsdp1_tp4_tc128_vc131072_r0,20260616T031040Z,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop,0,512,b16/L512,b16_L512_fsdp1_tp4_tc128_vc131072,2026-06-16T03:10:40+00:00,128,64,4,131072,2,262144,3,PyTorch eager chunk-loop projection matmul without XLA.,torch_eager_chunked_matmul_loop,torch_microbench,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0082_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc128_vc131072_fsdp1_tp4_tc128_vc131072_r0/xla,False
