model_key,variant_name,status,model_id,batch_size,max_length,max_steps_requested,steps_recorded,learning_rate,lora_rank,lora_alpha,lora_fa_installed,final_loss,mean_loss,mean_step_time_sec_excl_first,valid_tokens_per_sec_excl_first,loss_tokens_per_sec_excl_first,wall_time_sec,lora_a_tensors,lora_b_tensors,lora_a_params,lora_b_params,lora_a_bytes,lora_b_bytes,lorafa_a_value_delta_max,lorafa_b_value_delta_max,lorafa_a_changed_tensors,lorafa_b_changed_tensors,train_peak_aggregate_gib,train_in_use_aggregate_gib,train_limit_aggregate_gib,train_peak_max_chip_gib,train_limit_min_chip_gib,device_count,bleu,chrf,quality_num_examples
gemma3-12b,standard_lora_r16,ok,google/gemma-3-12b-it,1,512,50,50,0.0002,16,32.0,False,1.6663360595703125,1.8373500707000494,0.13436628024487154,276.73366711963416,94.62408046955657,146.7333783940012,288,288,26738688,35782656,53477376,71565312,0.009765625,0.00665283203125,288,288,48.71146106719971,45.152939796447754,125.98434448242188,6.944220542907715,15.748043060302734,8,,,
gemma3-12b,standard_lora_r32,ok,google/gemma-3-12b-it,1,512,50,50,0.0002,32,32.0,False,2.279296875,1.7237893424928188,0.14577631895932724,255.0734833670913,87.21777175504823,135.81789771500007,288,288,53477376,71565312,106954752,143130624,0.0091552734375,0.006927490234375,288,288,54.9987735748291,48.034385681152344,125.98434448242188,7.588396072387695,15.748043060302734,8,,,
gemma3-12b,standard_lora_r64,ok,google/gemma-3-12b-it,1,512,50,50,0.0002,64,32.0,False,2.0657553672790527,1.7059842452406884,0.14729825561223653,252.43797568977314,86.31660749436261,142.31315439199898,288,288,106954752,143130624,213909504,286261248,0.009765625,0.006866455078125,288,288,57.47129821777344,53.554080963134766,125.98434448242188,7.519654273986816,15.748043060302734,8,,,
gemma3-12b,lorafa_r16,ok,google/gemma-3-12b-it,1,512,50,50,0.0002,16,32.0,True,2.0286459922790527,1.9247506260871887,0.1289051095919065,288.4577158120843,98.63290721785319,120.43878936200053,288,288,26738688,35782656,53477376,71565312,0.0,0.00811767578125,0,288,54.13071823120117,44.711387634277344,125.98434448242188,7.466360092163086,15.748043060302734,8,,,
gemma3-12b,lorafa_r32,ok,google/gemma-3-12b-it,1,512,50,50,0.0002,32,32.0,True,1.8700765371322632,1.8299897399544716,0.12967216404066842,286.7513914376105,98.04946040923784,116.54121536899947,288,288,53477376,71565312,106954752,143130624,0.0,0.00799560546875,0,288,55.74253749847412,46.97933578491211,125.98434448242188,8.464693069458008,15.748043060302734,8,,,
gemma3-12b,lorafa_r64,ok,google/gemma-3-12b-it,1,512,50,50,0.0002,64,32.0,True,2.046630859375,1.8188468280434609,0.1331544566326148,279.25218884697847,95.48524349707333,126.65534394799943,288,288,106954752,143130624,213909504,286261248,0.0,0.00823974609375,0,288,65.21804571151733,51.591540813446045,125.98434448242188,8.523215293884277,15.748043060302734,8,,,
