axis,fixed_chunk,swept_chunk,token_chunk,vocab_chunk,mean_step_time_sec_excl_first,valid_tokens_per_sec_excl_first,xla_train_step_gib_per_chip,final_loss,source_csv
token_sweep_vocab8192,vocab_chunk=8192,64,64,8192,30.46186697133332,58.30240154588478,2.65,1.3577287197113037,data/gemma3_270m_4chip_chunk/raw/gemma3-270m-cce-4chip-chunk-fourchip-chunk-2x2/gemma3-270m-cce-4chip-chunk/fourchip_chunk_fsdp2_tp2_b16_l512/fourchip_chunk_fsdp2_tp2_b16_l512_results.csv
token_sweep_vocab8192,vocab_chunk=8192,128,128,8192,15.390990923999198,115.39218031963622,2.65,1.3577284812927246,data/gemma3_270m_4chip_chunk/raw/gemma3-270m-cce-4chip-chunk-fourchip-chunk-2x2/gemma3-270m-cce-4chip-chunk/fourchip_chunk_fsdp2_tp2_b16_l512/fourchip_chunk_fsdp2_tp2_b16_l512_results.csv
token_sweep_vocab8192,vocab_chunk=8192,256,256,8192,7.857182203665919,226.0352317108509,2.65,1.3577284812927246,data/gemma3_270m_4chip_chunk/raw/gemma3-270m-cce-4chip-chunk-fourchip-chunk-2x2/gemma3-270m-cce-4chip-chunk/fourchip_chunk_fsdp2_tp2_b16_l512/fourchip_chunk_fsdp2_tp2_b16_l512_results.csv
token_sweep_vocab8192,vocab_chunk=8192,512,512,8192,4.095008850998663,433.6986962963173,2.65,1.3577284812927246,data/gemma3_270m_4chip_chunk/raw/gemma3-270m-cce-4chip-chunk-fourchip-chunk-2x2/gemma3-270m-cce-4chip-chunk/fourchip_chunk_fsdp2_tp2_b16_l512/fourchip_chunk_fsdp2_tp2_b16_l512_results.csv
vocab_sweep_token128,token_chunk=128,4096,128,4096,30.420700860999204,58.38129792324795,2.65,1.310535907745361,data/gemma3_270m_4chip_chunk/raw/gemma3-270m-cce-4chip-chunk-fourchip-chunk-2x2/gemma3-270m-cce-4chip-chunk/fourchip_chunk_fsdp2_tp2_b16_l512/fourchip_chunk_fsdp2_tp2_b16_l512_results.csv
vocab_sweep_token128,token_chunk=128,8192,128,8192,15.390990923999198,115.39218031963622,2.65,1.3577284812927246,data/gemma3_270m_4chip_chunk/raw/gemma3-270m-cce-4chip-chunk-fourchip-chunk-2x2/gemma3-270m-cce-4chip-chunk/fourchip_chunk_fsdp2_tp2_b16_l512/fourchip_chunk_fsdp2_tp2_b16_l512_results.csv
vocab_sweep_token128,token_chunk=128,16384,128,16384,7.862657201666782,225.87783677298188,2.65,1.3153165578842163,data/gemma3_270m_4chip_chunk/raw/gemma3-270m-cce-4chip-chunk-fourchip-chunk-2x2/gemma3-270m-cce-4chip-chunk/fourchip_chunk_fsdp2_tp2_b16_l512/fourchip_chunk_fsdp2_tp2_b16_l512_results.csv
vocab_sweep_token128,token_chunk=128,32768,128,32768,4.10526165700018,432.61554278071736,2.65,1.3311998844146729,data/gemma3_270m_4chip_chunk/raw/gemma3-270m-cce-4chip-chunk-fourchip-chunk-2x2/gemma3-270m-cce-4chip-chunk/fourchip_chunk_fsdp2_tp2_b16_l512/fourchip_chunk_fsdp2_tp2_b16_l512_results.csv
