mesh_configuration,median_cce_to_default_ratio,p95_cce_to_default_ratio,median_xla_hbm_saving_pct,rows
"fsdp=1,tp=4",11.705887768025182,37.79628725259862,55.39358600583091,15
"fsdp=2,tp=2",14.815785409246947,104.24777104018271,59.47867298578199,15
"fsdp=4,tp=1",1.7420197249577702,1.8492608402056763,65.81045172719222,5
