mesh_configuration,shape,chunk_configuration,cce_loop_count,steady_state_mean_step_time_sec,default_step_time_sec,cce_to_default_step_time_ratio,xla_planned_hbm_gib_per_chip,default_xla_hbm_gib,xla_hbm_saving_pct
"fsdp=1,tp=4",b16/L1024,512/65536,8.0,0.8518684922000375,0.104953019100003,8.116664956425371,3.2,6.86,53.352769679300295
"fsdp=1,tp=4",b16/L512,512/65536,4.0,0.4262411304999204,0.0530391976999908,8.036341969403397,1.78,3.47,48.70317002881844
"fsdp=1,tp=4",b32/L512,512/65536,4.0,0.848016827200172,0.1006376557999374,8.426436610228548,2.91,6.59,55.8421851289833
"fsdp=2,tp=2",b16/L1024,512/65536,8.0,1.6532156834000034,0.3061804972000118,5.399480693638182,5.13,12.66,59.47867298578199
"fsdp=2,tp=2",b16/L512,512/65536,4.0,0.8191011746000413,0.1456302389000143,5.6245267520464175,2.65,6.23,57.46388443017657
"fsdp=2,tp=2",b32/L512,512/65536,4.0,1.6451459146999696,0.2962331636000044,5.5535507730031375,4.56,12.11,62.34516928158547
"fsdp=4,tp=1",b16/L512,512/32768,8.0,0.3330409241999916,0.2019638190999955,1.6490128067696008,3.86,11.29,65.81045172719222
