batch_size,case,chips,dataset_mode,dropped_overlength,failure_type,final_cumulative_loss_tokens,final_cumulative_valid_tokens,final_loss,first_step_time_sec,long_example_policy,lora_rank,loss_tokens_per_sec_excl_first,max_length,max_steps,mean_loss,mean_step_time_sec_excl_first,mesh_fsdp,mesh_tp,model,model_id,oom_exceeded_gib,oom_limit_gib,oom_used_gib,packed_efficiency,packed_rows,packed_rows_used,prepared_batches,row_reduction_x,run_dir,runtime_hbm_limit_gb,runtime_peak_hbm_gb,second_step_time_sec,source_examples_fit,status,steps_recorded,suite,tpu,valid_tokens_per_sec_excl_first,variant,wall_time_sec,xla_report,xla_train_step_gib_per_chip,dataset_slug,dataset_label
8,short-throughput_unpacked_b8_l1024_s50,1,alpaca,0,,19887,32309,2.218186616897583,25.94989658999998,truncate,16,3198.2521946661395,1024,50,2.0392271995544435,0.12294342587755154,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.082620703125,5000,5000,625,1.0,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b8_l1024_s50,16.909336064,1.148907008,0.21518011800003478,5000,ok,50,short-throughput,v5litepod-1,5228.553881122856,unpacked,42.98694095099995,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b8_l1024_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,13.1,alpaca,Alpaca
8,short-throughput_packed_b8_l1024_s50,1,alpaca,0,,265737,408634,1.682235598564148,26.719168919999902,truncate,16,44258.853522362064,1024,50,1.833608057498932,0.11913493212245047,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.9954301581325301,415,408,51,12.048192771084338,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b8_l1024_s50,16.909336064,1.157256192,0.21434648800004652,5000,ok,50,short-throughput,v5litepod-1,68599.45853945389,packed,44.12353367000014,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b8_l1024_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,13.11,alpaca,Alpaca
8,short-throughput_unpacked_b8_l2048_s50,1,alpaca,,compile_oom,0,0,,,truncate,16,nan,2048,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,4.59,15.75,20.34,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b8_l2048_s50,,,,,failed,,short-throughput,v5litepod-1,nan,unpacked,,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b8_l2048_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,21.37,alpaca,Alpaca
8,short-throughput_packed_b8_l2048_s50,1,alpaca,,compile_oom,0,0,,,truncate,16,nan,2048,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,4.61,15.75,20.36,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b8_l2048_s50,,,,,failed,,short-throughput,v5litepod-1,nan,packed,,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b8_l2048_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,21.42,alpaca,Alpaca
16,short-throughput_unpacked_b16_l256_s50,1,alpaca,78,,40776,65227,1.7791856527328491,30.60837506200005,truncate,16,13744.421363942034,256,50,1.9807583904266357,0.05910524171428492,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.32675796900040066,5000,4992,312,1.0,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b16_l256_s50,16.909336064,1.377853952,0.14824757499991392,5000,ok,50,short-throughput,v5litepod-1,22054.054196797104,unpacked,46.46206190099997,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b16_l256_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,6.71,alpaca,Alpaca
16,short-throughput_packed_b16_l256_s50,1,alpaca,78,,155578,204519,1.9028360843658447,30.70750304499984,truncate,16,57706.875861860215,256,50,1.9341314935684204,0.053796157163258945,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.9908909373107208,1651,1648,103,3.0284675953967293,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b16_l256_s50,16.909336064,1.379155456,0.14784079400010341,5000,ok,50,short-throughput,v5litepod-1,76032.66704923617,packed,44.493107451000014,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b16_l256_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,6.71,alpaca,Alpaca
16,short-throughput_unpacked_b16_l512_s50,1,alpaca,0,,41315,65766,1.774933934211731,31.709761100999913,truncate,16,7339.2662614421815,512,50,1.9761105346679688,0.1121866025306162,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.1650081536708734,5000,4992,312,1.0,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b16_l512_s50,16.909336064,1.419611136,0.20033011400005307,5000,ok,50,short-throughput,v5litepod-1,11717.17633326936,unpacked,48.335880120999946,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b16_l512_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,12.57,alpaca,Alpaca
16,short-throughput_packed_b16_l512_s50,1,alpaca,0,,265444,407597,1.6283631324768066,32.22698773399998,truncate,16,48660.675180120605,512,50,1.8333831334114075,0.10833203987755617,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.9942322879061372,831,816,51,6.016847172081829,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b16_l512_s50,16.909336064,1.42390272,0.2045348940000622,5000,ok,50,short-throughput,v5litepod-1,75242.02865738071,packed,49.746097514999974,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b16_l512_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,12.57,alpaca,Alpaca
16,short-throughput_unpacked_b16_l1024_s50,1,alpaca,,compile_oom,0,0,,,truncate,16,nan,1024,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,4.58,15.75,20.33,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b16_l1024_s50,,,,,failed,,short-throughput,v5litepod-1,nan,unpacked,,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b16_l1024_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,21.36,alpaca,Alpaca
16,short-throughput_packed_b16_l1024_s50,1,alpaca,,compile_oom,0,0,,,truncate,16,nan,1024,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,4.60,15.75,20.35,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b16_l1024_s50,,,,,failed,,short-throughput,v5litepod-1,nan,packed,,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b16_l1024_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,21.39,alpaca,Alpaca
16,short-throughput_unpacked_b16_l2048_s50,1,alpaca,,compile_oom,0,0,,,truncate,16,nan,2048,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,31.43,15.75,47.18,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b16_l2048_s50,,,,,failed,,short-throughput,v5litepod-1,nan,unpacked,,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_unpacked_b16_l2048_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,48.2,alpaca,Alpaca
16,short-throughput_packed_b16_l2048_s50,1,alpaca,,compile_oom,0,0,,,truncate,16,nan,2048,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,32.84,15.75,48.59,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b16_l2048_s50,,,,,failed,,short-throughput,v5litepod-1,nan,packed,,/tmp/gemma3-270m-packing-dataset/alpaca/short-throughput/short-throughput_packed_b16_l2048_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,49.68,alpaca,Alpaca
4,short-throughput_unpacked_b4_l256_s50,1,oasst1,1922,,26044,34397,1.4740924835205078,24.95993747900002,truncate,16,28349.00696631929,256,50,2.4376232695579527,0.018267925632657427,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.6852171875,5000,5000,1250,1.0,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b4_l256_s50,16.909336064,1.27194624,0.10771764500003655,5000,ok,50,short-throughput,v5litepod-1,37468.369508330026,unpacked,37.03140770499999,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b4_l256_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,2.4,oasst1,OASST1 EN
4,short-throughput_packed_b4_l256_s50,1,oasst1,1922,,41035,51200,1.2844970226287842,25.686949561000006,truncate,16,44908.836352336715,256,50,1.9903181934356688,0.01827057369387705,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.9974049308588064,3435,3432,858,1.455604075691412,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b4_l256_s50,16.909336064,1.272276992,0.11291608300001599,5000,ok,50,short-throughput,v5litepod-1,56046.40648712466,packed,37.58760861899998,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b4_l256_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,2.4,oasst1,OASST1 EN
4,short-throughput_unpacked_b4_l512_s50,1,oasst1,385,,33552,42145,1.4856799840927124,28.680947182000068,truncate,16,21552.141890514114,512,50,2.344514503479004,0.031058042877556806,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.441801953125,5000,5000,1250,1.0,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b4_l512_s50,16.909336064,1.33692672,0.12022200299998076,5000,ok,50,short-throughput,v5litepod-1,27073.732436140202,unpacked,41.08439343500004,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b4_l512_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,3.87,oasst1,OASST1 EN
4,short-throughput_packed_b4_l512_s50,1,oasst1,385,,86319,102400,1.7754533290863037,29.382049703000007,truncate,16,55514.4024606418,512,50,1.8557100129127502,0.03101603653060326,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.999099848767526,2211,2208,552,2.261420171867933,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b4_l512_s50,16.909336064,1.33374464,0.12368323199996212,5000,ok,50,short-throughput,v5litepod-1,66030.35813358215,packed,42.246209873,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b4_l512_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,3.87,oasst1,OASST1 EN
4,short-throughput_unpacked_b4_l1024_s50,1,oasst1,32,,34189,42782,1.466927170753479,30.678527348999978,truncate,16,11442.635527253084,1024,50,2.331075644493103,0.05963375704081212,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.2339615234375,5000,5000,1250,1.0,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b4_l1024_s50,16.909336064,1.394340352,0.15294308600005024,5000,ok,50,short-throughput,v5litepod-1,14318.352309628597,unpacked,44.83974548200001,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b4_l1024_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,7.12,oasst1,OASST1 EN
4,short-throughput_packed_b4_l1024_s50,1,oasst1,32,,174259,204784,1.6335095167160034,31.63601416900019,truncate,16,58297.40514415914,1024,50,1.8618208599090575,0.05972541532652977,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.9989817396989752,1171,1168,292,4.269854824935952,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b4_l1024_s50,16.909336064,1.398477312,0.1547465529999954,5000,ok,50,short-throughput,v5litepod-1,68575.05212807578,packed,46.43639611399999,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b4_l1024_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,7.13,oasst1,OASST1 EN
4,short-throughput_unpacked_b4_l2048_s50,1,oasst1,2,,34189,42782,1.4542007446289062,25.60305150599993,truncate,16,4903.453164441519,2048,50,2.3277767062187196,0.13916057195918868,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.1181564453125,5000,5000,1250,1.0,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b4_l2048_s50,16.909336064,1.147418112,0.231377928000029,5000,ok,50,short-throughput,v5litepod-1,6135.769139462517,unpacked,44.05003065899996,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b4_l2048_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,14.18,oasst1,OASST1 EN
4,short-throughput_packed_b4_l2048_s50,1,oasst1,2,,357250,409499,2.263303518295288,26.195737405000045,truncate,16,50370.447611934156,2048,50,1.8194866156578064,0.1415496328775459,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.9996315170262268,591,588,147,8.460236886632826,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b4_l2048_s50,16.909336064,1.164175872,0.23537598699999762,5000,ok,50,short-throughput,v5litepod-1,57859.131168466476,packed,44.99905397900011,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b4_l2048_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,14.2,oasst1,OASST1 EN
8,short-throughput_unpacked_b8_l256_s50,1,oasst1,1922,,51543,66904,2.8170692920684814,27.178815183000097,truncate,16,34025.39900346438,256,50,2.353125722408295,0.030167739918364793,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.6852171875,5000,5000,625,1.0,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b8_l256_s50,16.909336064,1.32756992,0.1204654880000362,5000,ok,50,short-throughput,v5litepod-1,44151.095810110004,unpacked,39.9346179879999,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b8_l256_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,3.8,oasst1,OASST1 EN
8,short-throughput_packed_b8_l256_s50,1,oasst1,1922,,82482,102400,1.2246079444885254,27.728966906999858,truncate,16,55991.69578829923,256,50,1.9660335898399353,0.02943147808163563,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.9974049308588064,3435,3432,429,1.455604075691412,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b8_l256_s50,16.909336064,1.328238592,0.0778878529999929,5000,ok,50,short-throughput,v5litepod-1,69585.36008009368,packed,40.62301489300012,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b8_l256_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,3.8,oasst1,OASST1 EN
8,short-throughput_unpacked_b8_l512_s50,1,oasst1,385,,67073,82674,2.8767049312591553,31.31820571000003,truncate,16,24723.442273200748,512,50,2.245740976333618,0.0541591249795917,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.441801953125,5000,5000,625,1.0,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b8_l512_s50,16.909336064,1.382447104,0.10333125400006793,5000,ok,50,short-throughput,v5litepod-1,30454.098871802154,unpacked,45.012960122000095,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b8_l512_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,6.85,oasst1,OASST1 EN
8,short-throughput_packed_b8_l512_s50,1,oasst1,385,,171405,204774,1.5450299978256226,32.237373945999934,truncate,16,61558.21518360684,512,50,1.8344126272201537,0.05557142195915062,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.999099848767526,2211,2208,276,2.261420171867933,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b8_l512_s50,16.909336064,1.384692224,0.14980742499983535,5000,ok,50,short-throughput,v5litepod-1,73697.40135074453,packed,46.274595910000244,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b8_l512_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,6.85,oasst1,OASST1 EN
8,short-throughput_unpacked_b8_l1024_s50,1,oasst1,32,,70067,85668,2.850036859512329,25.891480902999774,truncate,16,11876.995587476431,1024,50,2.2347353315353393,0.11788351948978149,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.2339615234375,5000,5000,625,1.0,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b8_l1024_s50,16.909336064,1.148907008,0.21018691899962505,5000,ok,50,short-throughput,v5litepod-1,14509.826268831164,unpacked,42.82405530599999,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b8_l1024_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,13.1,oasst1,OASST1 EN
8,short-throughput_packed_b8_l1024_s50,1,oasst1,32,,355781,409478,1.690938115119934,26.770020725999984,truncate,16,59788.60834885349,1024,50,1.806032087802887,0.1189049797551016,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.9989817396989752,1171,1168,146,4.269854824935952,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b8_l1024_s50,16.909336064,1.157256192,0.21373590000030163,5000,ok,50,short-throughput,v5litepod-1,68874.40896881581,packed,44.858381798999744,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b8_l1024_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,13.11,oasst1,OASST1 EN
8,short-throughput_unpacked_b8_l2048_s50,1,oasst1,,compile_oom,0,0,,,truncate,16,nan,2048,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,4.59,15.75,20.34,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b8_l2048_s50,,,,,failed,,short-throughput,v5litepod-1,nan,unpacked,,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b8_l2048_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,21.37,oasst1,OASST1 EN
8,short-throughput_packed_b8_l2048_s50,1,oasst1,,compile_oom,0,0,,,truncate,16,nan,2048,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,4.61,15.75,20.36,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b8_l2048_s50,,,,,failed,,short-throughput,v5litepod-1,nan,packed,,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b8_l2048_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,21.42,oasst1,OASST1 EN
16,short-throughput_unpacked_b16_l256_s50,1,oasst1,1922,,107425,135885,2.6573233604431152,30.551404607000222,truncate,16,39688.125154108195,256,50,2.264045100212097,0.054038165346940205,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.6852244841746795,5000,4992,312,1.0,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b16_l256_s50,16.909336064,1.377853952,0.14732839900034378,5000,ok,50,short-throughput,v5litepod-1,50161.448592086745,unpacked,44.181307941999876,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b16_l256_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,6.71,oasst1,OASST1 EN
16,short-throughput_packed_b16_l256_s50,1,oasst1,1922,,165807,204800,1.633736252784729,31.14121976999968,truncate,16,62283.6629064313,256,50,1.9506663131713866,0.053177373938793536,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.9974049308588064,3435,3424,214,1.455604075691412,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b16_l256_s50,16.909336064,1.379155456,0.10487178099992889,5000,ok,50,short-throughput,v5litepod-1,77025.24018418891,packed,44.92668863200015,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b16_l256_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,6.71,oasst1,OASST1 EN
16,short-throughput_unpacked_b16_l512_s50,1,oasst1,385,,139619,168831,2.624786853790283,31.61432710200006,truncate,16,25796.66144784211,512,50,2.164685273170471,0.10814324557145019,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.4419610439202724,5000,4992,312,1.0,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b16_l512_s50,16.909336064,1.419611136,0.20254399399982503,5000,ok,50,short-throughput,v5litepod-1,31171.99598100915,unpacked,48.47779219999984,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b16_l512_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,12.57,oasst1,OASST1 EN
16,short-throughput_packed_b16_l512_s50,1,oasst1,385,,343505,409277,1.7592475414276123,32.60029407799993,truncate,16,63388.00829952327,512,50,1.8831905698776246,0.108341808061243,1,1,Gemma3 270M,google/gemma-3-270m-it,,nan,nan,0.999099848767526,2211,2208,138,2.261420171867933,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b16_l512_s50,16.909336064,1.42390272,0.20340978100011853,5000,ok,50,short-throughput,v5litepod-1,75551.7035366282,packed,49.41944039400005,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b16_l512_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,12.57,oasst1,OASST1 EN
16,short-throughput_unpacked_b16_l1024_s50,1,oasst1,,compile_oom,0,0,,,truncate,16,nan,1024,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,4.58,15.75,20.33,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b16_l1024_s50,,,,,failed,,short-throughput,v5litepod-1,nan,unpacked,,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b16_l1024_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,21.36,oasst1,OASST1 EN
16,short-throughput_packed_b16_l1024_s50,1,oasst1,,compile_oom,0,0,,,truncate,16,nan,1024,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,4.60,15.75,20.35,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b16_l1024_s50,,,,,failed,,short-throughput,v5litepod-1,nan,packed,,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b16_l1024_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,21.39,oasst1,OASST1 EN
16,short-throughput_unpacked_b16_l2048_s50,1,oasst1,,compile_oom,0,0,,,truncate,16,nan,2048,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,31.43,15.75,47.18,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b16_l2048_s50,,,,,failed,,short-throughput,v5litepod-1,nan,unpacked,,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_unpacked_b16_l2048_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,48.2,oasst1,OASST1 EN
16,short-throughput_packed_b16_l2048_s50,1,oasst1,,compile_oom,0,0,,,truncate,16,nan,2048,50,,nan,1,1,Gemma3 270M,google/gemma-3-270m-it,32.84,15.75,48.59,nan,,,,nan,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b16_l2048_s50,,,,,failed,,short-throughput,v5litepod-1,nan,packed,,/tmp/gemma3-270m-packing-dataset/oasst1/short-throughput/short-throughput_packed_b16_l2048_s50/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,49.68,oasst1,OASST1 EN
