activation_policy_installed,batch_size,case,cce_installed,chips,dataset_mode,default_ce,failure_type,final_loss,first_step_time_sec,lora_rank,loss_tokens_per_sec_excl_first,max_length,max_steps,mean_loss,mean_step_time_sec_excl_first,mesh_fsdp,mesh_tp,model,model_id,oom_exceeded_gib,oom_limit_gib,oom_used_gib,run_dir,runtime_hbm_headroom_gb,runtime_hbm_limit_gb,runtime_peak_hbm_gb,second_step_time_sec,splash_attention_installed,status,steps_recorded,suite,tiled_mlp_installed,token_chunk,tpu,valid_tokens_per_sec_excl_first,variant,vocab_chunk,wall_time_sec,xla_report,xla_train_step_gib_per_chip,source_csv,mesh,variant_label,ok
,16,mesh_fsdp4_tp1_default_r16_b16_l2048_tc128_vc8192,,4,synthetic,,compile_oom,,,16,,2048,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,32.76,15.75,48.51,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b16_l2048_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,default,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b16_l2048_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,48.78,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,Default CE,False
False,16,mesh_fsdp4_tp1_cce_r16_b16_l512_tc128_vc8192,True,4,synthetic,False,,1.7673044204711914,29.43951738600003,16,2012.5061266993357,512,3,2.737624406814575,0.4134148905000074,4,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b16_l512_tc128_vc8192,65.461315584,67.637338112,2.176022528,0.4519164509999882,False,ok,3.0,mesh_fsdp4_tp1,False,128,v5litepod-4,4295.926539685121,cce,8192,44.60958962000001,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b16_l512_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,3.85,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,CCE,True
False,16,mesh_fsdp4_tp1_cce_r16_b16_l1024_tc128_vc8192,True,4,synthetic,False,,1.7360001802444458,28.951173659999995,16,999.9830225238904,1024,3,2.7053882678349814,0.8320141254999385,4,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b16_l1024_tc128_vc8192,65.291022336,67.637338112,2.346315776,0.8701200119999157,False,ok,3.0,mesh_fsdp4_tp1,False,128,v5litepod-4,2134.5791442336895,cce,8192,46.105539411999985,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b16_l1024_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,7.49,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,CCE,True
,16,mesh_fsdp4_tp1_cce_r16_b16_l2048_tc128_vc8192,,4,synthetic,,compile_oom,,,16,,2048,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,1.68,15.75,17.43,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b16_l2048_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,cce,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b16_l2048_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,17.7,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,CCE,False
,32,mesh_fsdp4_tp1_default_r16_b32_l512_tc128_vc8192,,4,synthetic,,compile_oom,,,16,,512,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,5.04,15.75,20.79,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b32_l512_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,default,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b32_l512_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,21.06,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,Default CE,False
,32,mesh_fsdp4_tp1_default_r16_b32_l1024_tc128_vc8192,,4,synthetic,,compile_oom,,,16,,1024,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,25.7,15.75,41.45,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b32_l1024_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,default,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b32_l1024_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,41.72,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,Default CE,False
,32,mesh_fsdp4_tp1_default_r16_b32_l2048_tc128_vc8192,,4,synthetic,,resource_exhausted,,,16,,2048,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b32_l2048_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,default,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b32_l2048_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,90.24,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,Default CE,False
False,32,mesh_fsdp4_tp1_cce_r16_b32_l512_tc128_vc8192,True,4,synthetic,False,,1.8060566186904907,28.966706025999997,16,2050.362910138017,512,3,2.763347029685974,0.8115636465000193,4,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b32_l512_tc128_vc8192,65.211099136,67.637338112,2.426238976,0.850602350000031,False,ok,3.0,mesh_fsdp4_tp1,False,128,v5litepod-4,4376.736212025381,cce,8192,44.393546479000065,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b32_l512_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,6.29,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,CCE,True
False,32,mesh_fsdp4_tp1_cce_r16_b32_l1024_tc128_vc8192,True,4,synthetic,False,,1.797986626625061,25.556153075999987,16,989.0593793995292,1024,3,2.7493889729181924,1.6824065719999908,4,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b32_l1024_tc128_vc8192,66.275719168,67.637338112,1.361618944,1.7189664909999465,False,ok,3.0,mesh_fsdp4_tp1,False,128,v5litepod-4,2111.2613675643793,cce,8192,44.22626638500003,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b32_l1024_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,14.12,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,CCE,True
,32,mesh_fsdp4_tp1_cce_r16_b32_l2048_tc128_vc8192,,4,synthetic,,compile_oom,,,16,,2048,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,11.97,15.75,27.72,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b32_l2048_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,cce,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b32_l2048_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,27.99,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,CCE,False
,64,mesh_fsdp4_tp1_default_r16_b64_l512_tc128_vc8192,,4,synthetic,,compile_oom,,,16,,512,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,25.7,15.75,41.45,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b64_l512_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,default,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b64_l512_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,41.72,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,Default CE,False
,64,mesh_fsdp4_tp1_default_r16_b64_l1024_tc128_vc8192,,4,synthetic,,resource_exhausted,,,16,,1024,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b64_l1024_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,default,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b64_l1024_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,87.73,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,Default CE,False
,64,mesh_fsdp4_tp1_default_r16_b64_l2048_tc128_vc8192,,4,synthetic,,resource_exhausted,,,16,,2048,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b64_l2048_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,default,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_default_r16_b64_l2048_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,174.2,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,Default CE,False
False,64,mesh_fsdp4_tp1_cce_r16_b64_l512_tc128_vc8192,True,4,synthetic,False,,1.6390396356582642,32.500738720999834,16,2074.261775797655,512,3,2.682445486386617,1.626602794000064,4,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b64_l512_tc128_vc8192,65.144469504,67.637338112,2.492868608,1.6639946590000818,False,ok,3.0,mesh_fsdp4_tp1,False,128,v5litepod-4,4423.94420232363,cce,8192,51.41153330600014,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b64_l512_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,12.39,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,CCE,True
,64,mesh_fsdp4_tp1_cce_r16_b64_l1024_tc128_vc8192,,4,synthetic,,compile_oom,,,16,,1024,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,8.34,15.75,24.09,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b64_l1024_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,cce,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b64_l1024_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,24.36,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,CCE,False
,64,mesh_fsdp4_tp1_cce_r16_b64_l2048_tc128_vc8192,,4,synthetic,,compile_oom,,,16,,2048,3,,,4,1,Gemma3 270M,google/gemma-3-270m-it,33.72,15.75,49.47,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b64_l2048_tc128_vc8192,,,,,,failed,,mesh_fsdp4_tp1,,128,v5litepod-4,,cce,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_cce_r16_b64_l2048_tc128_vc8192/xla/module_0657.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,49.75,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-fsdp4/gemma3-270m-cce-mesh/mesh_fsdp4_tp1/mesh_fsdp4_tp1_results.csv,fsdp4/tp1,CCE,False
False,16,mesh_fsdp1_tp4_default_r16_b16_l512_tc128_vc8192,False,4,synthetic,True,,1.7723098993301392,37.515023289,16,44.27317677717844,512,3,2.728575030962626,18.792417002000008,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b16_l512_tc128_vc8192,64.08333312,67.637338112,3.554004992,37.53707305400002,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,94.50620427436166,default,8192,95.44343198300004,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b16_l512_tc128_vc8192/xla/module_0920.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,3.47,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,Default CE,True
False,16,mesh_fsdp1_tp4_default_r16_b16_l1024_tc128_vc8192,False,4,synthetic,True,,1.7329024076461792,42.115173786000014,16,39.43976237354317,1024,3,2.721279740333557,21.095461785999987,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b16_l1024_tc128_vc8192,63.629748224,67.637338112,4.007589888,42.090476309,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,84.18872352814022,default,8192,98.51205057299995,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b16_l1024_tc128_vc8192/xla/module_0934.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,6.86,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,Default CE,True
False,16,mesh_fsdp1_tp4_default_r16_b16_l2048_tc128_vc8192,False,4,synthetic,True,,1.7713359594345093,41.826805939,16,40.60903125789425,2048,3,2.7262943188349404,20.48805337700003,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b16_l2048_tc128_vc8192,65.888903168,67.637338112,1.748434944,40.73966426300001,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,86.68466287742811,default,8192,96.94665974999998,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b16_l2048_tc128_vc8192/xla/module_0974.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,14.56,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,Default CE,True
False,16,mesh_fsdp1_tp4_cce_r16_b16_l512_tc128_vc8192,True,4,synthetic,False,,1.7472894191741943,39.01677416299992,16,39.508836263168,512,3,2.7226008574167886,21.0585802745,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b16_l512_tc128_vc8192,64.066400256,67.637338112,3.570937856,40.158296500000006,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,84.33616971560862,cce,8192,97.50418731999991,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b16_l512_tc128_vc8192/xla/module_0949.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,1.64,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,CCE,True
False,16,mesh_fsdp1_tp4_cce_r16_b16_l1024_tc128_vc8192,True,4,synthetic,False,,1.793480396270752,43.27063554699998,16,33.0456604476353,1024,3,2.7391528288523355,25.177284664000013,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b16_l1024_tc128_vc8192,63.613949952,67.637338112,4.02338816,46.44390780800006,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,70.53977518629843,cce,8192,111.453108768,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b16_l1024_tc128_vc8192/xla/module_0972.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,3.06,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,CCE,True
False,16,mesh_fsdp1_tp4_cce_r16_b16_l2048_tc128_vc8192,True,4,synthetic,False,,1.7926384210586548,47.71102123000003,16,26.33375232493472,2048,3,2.728406627972921,31.594434007500013,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b16_l2048_tc128_vc8192,63.556173824,67.637338112,4.081164288,55.32395115999998,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,56.2124328474568,cce,8192,132.76929509500007,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b16_l2048_tc128_vc8192/xla/module_1007.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,6.82,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,CCE,True
False,32,mesh_fsdp1_tp4_default_r16_b32_l512_tc128_vc8192,False,4,synthetic,True,,1.8295267820358276,41.907421312999986,16,78.99342833579526,512,3,2.76250437895457,21.065043447999983,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b32_l512_tc128_vc8192,63.623088128,67.637338112,4.014249984,42.03593704500008,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,168.6205874091014,default,8192,98.93300147900004,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b32_l512_tc128_vc8192/xla/module_0927.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,6.59,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,Default CE,True
False,32,mesh_fsdp1_tp4_default_r16_b32_l1024_tc128_vc8192,False,4,synthetic,True,,1.7325314283370972,45.76783856200018,16,73.01135463974339,1024,3,2.7124258279800415,22.790975570999876,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b32_l1024_tc128_vc8192,63.394418688,67.637338112,4.242919424,45.36597306699991,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,155.85116086560606,default,8192,105.13419508699984,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b32_l1024_tc128_vc8192/xla/module_0979.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,13.48,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,Default CE,True
,32,mesh_fsdp1_tp4_default_r16_b32_l2048_tc128_vc8192,,4,synthetic,,compile_oom,,,16,,2048,3,,,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b32_l2048_tc128_vc8192,,,,,,failed,,mesh_fsdp1_tp4,,128,v5litepod-4,,default,8192,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_default_r16_b32_l2048_tc128_vc8192/xla/module_0704.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.1,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,Default CE,False
False,32,mesh_fsdp1_tp4_cce_r16_b32_l512_tc128_vc8192,True,4,synthetic,False,,1.8111454248428345,43.25631927099994,16,65.77809255254999,512,3,2.7562387386957803,25.297176239500004,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b32_l512_tc128_vc8192,63.609135104,67.637338112,4.028203008,46.6814557780001,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,140.4109283333279,cce,8192,111.66518997100002,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b32_l512_tc128_vc8192/xla/module_0965.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,2.77,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,CCE,True
False,32,mesh_fsdp1_tp4_cce_r16_b32_l1024_tc128_vc8192,True,4,synthetic,False,,1.7242201566696167,46.67400170700011,16,54.15507293376035,1024,3,2.7108691930770874,30.726576659499983,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b32_l1024_tc128_vc8192,63.376564224,67.637338112,4.260773888,53.60834364199991,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,115.60025183937306,cce,8192,129.525189963,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b32_l1024_tc128_vc8192/xla/module_1018.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,5.69,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,CCE,True
False,32,mesh_fsdp1_tp4_cce_r16_b32_l2048_tc128_vc8192,True,4,synthetic,False,,1.7494406700134275,40.92265055500002,16,46.36047138672189,2048,3,2.7261784871419272,35.892646261499976,1,4,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b32_l2048_tc128_vc8192,63.365736448,67.637338112,4.271601664,56.02224500800003,False,ok,3.0,mesh_fsdp1_tp4,False,128,v5litepod-4,98.96177546011788,cce,8192,142.68618096699993,/tmp/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_cce_r16_b32_l2048_tc128_vc8192/xla/module_0979.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,13.17,data/gemma3_270m_mesh_cce/raw/gemma3-270m-cce-mesh-mesh-tp4/gemma3-270m-cce-mesh/mesh_fsdp1_tp4/mesh_fsdp1_tp4_results.csv,fsdp1/tp4,CCE,True
